Wavelength	Transit Depth
(meters)	(percent)
7.001859e-07	1.040897e+00
7.008851e-07	1.040908e+00
7.015850e-07	1.040896e+00
7.022855e-07	1.040953e+00
7.029868e-07	1.040981e+00
7.036887e-07	1.040896e+00
7.043914e-07	1.041006e+00
7.050948e-07	1.041108e+00
7.057988e-07	1.040918e+00
7.065036e-07	1.040904e+00
7.072091e-07	1.041004e+00
7.079152e-07	1.040916e+00
7.086221e-07	1.040932e+00
7.093297e-07	1.041135e+00
7.100380e-07	1.040918e+00
7.107470e-07	1.040976e+00
7.114567e-07	1.040933e+00
7.121671e-07	1.040978e+00
7.128782e-07	1.040939e+00
7.135901e-07	1.040942e+00
