Wavelength	Transit Depth
(meters)	(percent)
7.143026e-07	1.040957e+00
7.150159e-07	1.041055e+00
7.157299e-07	1.041035e+00
7.164445e-07	1.040949e+00
7.171599e-07	1.040965e+00
7.178760e-07	1.040962e+00
7.185929e-07	1.040986e+00
7.193104e-07	1.040995e+00
7.200287e-07	1.041141e+00
7.207476e-07	1.041243e+00
7.214673e-07	1.041263e+00
7.221877e-07	1.041435e+00
7.229089e-07	1.041147e+00
7.236307e-07	1.041526e+00
7.243533e-07	1.041230e+00
7.250766e-07	1.041066e+00
7.258006e-07	1.041478e+00
7.265254e-07	1.041173e+00
7.272508e-07	1.041170e+00
7.279770e-07	1.041151e+00
7.287039e-07	1.041560e+00
7.294315e-07	1.041201e+00
7.301599e-07	1.041160e+00
7.308890e-07	1.041664e+00
7.316188e-07	1.041227e+00
7.323494e-07	1.041519e+00
7.330807e-07	1.041268e+00
7.338127e-07	1.041470e+00
7.345454e-07	1.041301e+00
7.352789e-07	1.041314e+00
7.360131e-07	1.041343e+00
7.367480e-07	1.041836e+00
7.374837e-07	1.041428e+00
7.382201e-07	1.041581e+00
7.389572e-07	1.041577e+00
7.396951e-07	1.041695e+00
7.404337e-07	1.041806e+00
7.411731e-07	1.042025e+00
7.419132e-07	1.042546e+00
7.426540e-07	1.041774e+00
7.433955e-07	1.041846e+00
7.441379e-07	1.046541e+00
7.448809e-07	1.042178e+00
7.456247e-07	1.043865e+00
7.463692e-07	1.042221e+00
7.471145e-07	1.042352e+00
7.478605e-07	1.042439e+00
7.486073e-07	1.042458e+00
7.493548e-07	1.042536e+00
7.501031e-07	1.042682e+00
7.508521e-07	1.043282e+00
7.516018e-07	1.043087e+00
7.523523e-07	1.043224e+00
7.531036e-07	1.043444e+00
7.538556e-07	1.043697e+00
7.546083e-07	1.043993e+00
7.553618e-07	1.044305e+00
7.561161e-07	1.044744e+00
7.568711e-07	1.045165e+00
7.576269e-07	1.045710e+00
7.583834e-07	1.046259e+00
7.591407e-07	1.047008e+00
7.598987e-07	1.047859e+00
7.606575e-07	1.048988e+00
7.614170e-07	1.050247e+00
7.621773e-07	1.051849e+00
7.629384e-07	1.053829e+00
7.637002e-07	1.056345e+00
7.644628e-07	1.059565e+00
7.652261e-07	1.064880e+00
7.659902e-07	1.076596e+00
7.667551e-07	1.090688e+00
7.675207e-07	1.067471e+00
7.682871e-07	1.063454e+00
7.690543e-07	1.066682e+00
7.698222e-07	1.091917e+00
7.705909e-07	1.068388e+00
7.713604e-07	1.060257e+00
7.721306e-07	1.055865e+00
7.729016e-07	1.053178e+00
7.736734e-07	1.051192e+00
7.744459e-07	1.049623e+00
7.752193e-07	1.048398e+00
7.759933e-07	1.047423e+00
7.767682e-07	1.046633e+00
7.775438e-07	1.045951e+00
7.783202e-07	1.045378e+00
7.790974e-07	1.045000e+00
7.798754e-07	1.044510e+00
7.806541e-07	1.044125e+00
7.814336e-07	1.043804e+00
7.822139e-07	1.043528e+00
7.829950e-07	1.043297e+00
7.837768e-07	1.043194e+00
7.845595e-07	1.043029e+00
7.853429e-07	1.042732e+00
7.861271e-07	1.042601e+00
7.869120e-07	1.042565e+00
7.876978e-07	1.042321e+00
7.884844e-07	1.042287e+00
7.892717e-07	1.042134e+00
7.900598e-07	1.042193e+00
7.908487e-07	1.042156e+00
7.916384e-07	1.041872e+00
7.924289e-07	1.042010e+00
7.932201e-07	1.041776e+00
7.940122e-07	1.041946e+00
7.948051e-07	1.041627e+00
7.955987e-07	1.042005e+00
7.963931e-07	1.041620e+00
7.971884e-07	1.041689e+00
7.979844e-07	1.041434e+00
7.987812e-07	1.041517e+00
7.995788e-07	1.041491e+00
8.003772e-07	1.041324e+00
8.011764e-07	1.041508e+00
8.019764e-07	1.041686e+00
8.027772e-07	1.041231e+00
8.035788e-07	1.041521e+00
8.043812e-07	1.041321e+00
8.051844e-07	1.041255e+00
8.059885e-07	1.041252e+00
8.067933e-07	1.041861e+00
8.075989e-07	1.042289e+00
8.084053e-07	1.041159e+00
8.092125e-07	1.041257e+00
8.100205e-07	1.041697e+00
8.108294e-07	1.041432e+00
8.116390e-07	1.041563e+00
8.124495e-07	1.042051e+00
8.132607e-07	1.041070e+00
8.140728e-07	1.041103e+00
8.148857e-07	1.042528e+00
8.156994e-07	1.041322e+00
8.165139e-07	1.041057e+00
8.173292e-07	1.041008e+00
8.181453e-07	1.041110e+00
8.189623e-07	1.041085e+00
8.197801e-07	1.041017e+00
8.205986e-07	1.041149e+00
8.214180e-07	1.040913e+00
8.222382e-07	1.041360e+00
8.230593e-07	1.057837e+00
8.238811e-07	1.040933e+00
8.247038e-07	1.041187e+00
8.255273e-07	1.040878e+00
8.263516e-07	1.040988e+00
8.271768e-07	1.040841e+00
8.280027e-07	1.041029e+00
8.288295e-07	1.041171e+00
8.296571e-07	1.041787e+00
8.304856e-07	1.040798e+00
8.313149e-07	1.041136e+00
8.321450e-07	1.040780e+00
8.329759e-07	1.040835e+00
8.338076e-07	1.040790e+00
8.346402e-07	1.042255e+00
8.354737e-07	1.044029e+00
8.363079e-07	1.041352e+00
8.371430e-07	1.040897e+00
8.379789e-07	1.040827e+00
8.388157e-07	1.041677e+00
8.396533e-07	1.040737e+00
8.404917e-07	1.041496e+00
8.413309e-07	1.040877e+00
8.421710e-07	1.040802e+00
8.430120e-07	1.040832e+00
8.438538e-07	1.041021e+00
8.446964e-07	1.041431e+00
8.455398e-07	1.040739e+00
8.463841e-07	1.042288e+00
8.472293e-07	1.040912e+00
8.480753e-07	1.040785e+00
8.489221e-07	1.040809e+00
8.497698e-07	1.040722e+00
8.506183e-07	1.040827e+00
8.514677e-07	1.040746e+00
8.523179e-07	1.040873e+00
8.531690e-07	1.040966e+00
8.540209e-07	1.040813e+00
8.548737e-07	1.040834e+00
8.557273e-07	1.041100e+00
8.565818e-07	1.040793e+00
8.574371e-07	1.040764e+00
8.582933e-07	1.040749e+00
8.591503e-07	1.040691e+00
8.600082e-07	1.041217e+00
8.608670e-07	1.040771e+00
8.617266e-07	1.040964e+00
8.625870e-07	1.041340e+00
8.634484e-07	1.040819e+00
8.643105e-07	1.040830e+00
8.651736e-07	1.040716e+00
8.660375e-07	1.040829e+00
8.669023e-07	1.040738e+00
8.677679e-07	1.040982e+00
8.686344e-07	1.040715e+00
8.695018e-07	1.049374e+00
8.703700e-07	1.040836e+00
8.712391e-07	1.041351e+00
8.721091e-07	1.040645e+00
8.729799e-07	1.040794e+00
8.738516e-07	1.040719e+00
8.747242e-07	1.040847e+00
8.755976e-07	1.042899e+00
8.764719e-07	1.040918e+00
8.773471e-07	1.040785e+00
8.782232e-07	1.040730e+00
8.791001e-07	1.040795e+00
8.799779e-07	1.040728e+00
8.808566e-07	1.040964e+00
8.817362e-07	1.040760e+00
8.826166e-07	1.040672e+00
8.834980e-07	1.040975e+00
8.843802e-07	1.040933e+00
8.852633e-07	1.042022e+00
8.861472e-07	1.042027e+00
8.870321e-07	1.040868e+00
8.879178e-07	1.041573e+00
8.888044e-07	1.041985e+00
8.896919e-07	1.040697e+00
8.905803e-07	1.040926e+00
8.914696e-07	1.041080e+00
8.923598e-07	1.040823e+00
8.932508e-07	1.040694e+00
8.941428e-07	1.041651e+00
8.950356e-07	1.040849e+00
8.959293e-07	1.040656e+00
8.968239e-07	1.040830e+00
8.977195e-07	1.048549e+00
8.986159e-07	1.040996e+00
8.995132e-07	1.040731e+00
9.004114e-07	1.040864e+00
9.013105e-07	1.040675e+00
9.022104e-07	1.040706e+00
9.031113e-07	1.041607e+00
9.040131e-07	1.040910e+00
9.049158e-07	1.040832e+00
9.058194e-07	1.040868e+00
9.067239e-07	1.040903e+00
9.076293e-07	1.042112e+00
9.085356e-07	1.040589e+00
9.094428e-07	1.041198e+00
9.103509e-07	1.040692e+00
9.112599e-07	1.040633e+00
9.121699e-07	1.042276e+00
9.130807e-07	1.041221e+00
9.139924e-07	1.040594e+00
9.149051e-07	1.040597e+00
9.158187e-07	1.060110e+00
9.167332e-07	1.042203e+00
9.176485e-07	1.042907e+00
9.185648e-07	1.040644e+00
9.194821e-07	1.041151e+00
9.204002e-07	1.042134e+00
9.213193e-07	1.042167e+00
9.222392e-07	1.041111e+00
9.231601e-07	1.043648e+00
9.240819e-07	1.042832e+00
9.250047e-07	1.040850e+00
9.259283e-07	1.058426e+00
9.268529e-07	1.040636e+00
9.277784e-07	1.041858e+00
9.287048e-07	1.058453e+00
9.296322e-07	1.044297e+00
9.305604e-07	1.040715e+00
9.314896e-07	1.040626e+00
9.324197e-07	1.058303e+00
9.333508e-07	1.051617e+00
9.342828e-07	1.042422e+00
9.352157e-07	1.041413e+00
9.361496e-07	1.044423e+00
9.370843e-07	1.040838e+00
9.380200e-07	1.077419e+00
9.389567e-07	1.053783e+00
9.398943e-07	1.041540e+00
9.408328e-07	1.040824e+00
9.417723e-07	1.061396e+00
9.427126e-07	1.042003e+00
9.436540e-07	1.052281e+00
9.445963e-07	1.042856e+00
9.455395e-07	1.041862e+00
9.464836e-07	1.041078e+00
9.474287e-07	1.047847e+00
9.483748e-07	1.040854e+00
9.493218e-07	1.041576e+00
9.502697e-07	1.041924e+00
9.512186e-07	1.040928e+00
9.521684e-07	1.042213e+00
9.531192e-07	1.042389e+00
9.540709e-07	1.040895e+00
9.550236e-07	1.041905e+00
9.559772e-07	1.043488e+00
9.569318e-07	1.051533e+00
9.578873e-07	1.042386e+00
9.588438e-07	1.040818e+00
9.598012e-07	1.044751e+00
9.607596e-07	1.050347e+00
9.617190e-07	1.040943e+00
9.626793e-07	1.050484e+00
9.636406e-07	1.051613e+00
9.646028e-07	1.040892e+00
9.655660e-07	1.040956e+00
9.665301e-07	1.041097e+00
9.674953e-07	1.041717e+00
9.684613e-07	1.045283e+00
9.694284e-07	1.042925e+00
9.703964e-07	1.040669e+00
9.713654e-07	1.040917e+00
9.723353e-07	1.041166e+00
9.733062e-07	1.042646e+00
9.742781e-07	1.050187e+00
9.752510e-07	1.043327e+00
9.762248e-07	1.040956e+00
9.771996e-07	1.041042e+00
9.781754e-07	1.041867e+00
9.791521e-07	1.046068e+00
9.801298e-07	1.041163e+00
9.811085e-07	1.041348e+00
9.820882e-07	1.042168e+00
9.830688e-07	1.041993e+00
9.840505e-07	1.041311e+00
9.850331e-07	1.044402e+00
9.860167e-07	1.043685e+00
9.870012e-07	1.041352e+00
9.879868e-07	1.042092e+00
9.889733e-07	1.041613e+00
9.899609e-07	1.043248e+00
9.909494e-07	1.041754e+00
9.919389e-07	1.041804e+00
9.929294e-07	1.041007e+00
9.939208e-07	1.041044e+00
9.949133e-07	1.040781e+00
9.959068e-07	1.057764e+00
9.969012e-07	1.041869e+00
9.978967e-07	1.040667e+00
9.988931e-07	1.041168e+00
9.998905e-07	1.040642e+00
1.000889e-06	1.043126e+00
1.001888e-06	1.041882e+00
1.002889e-06	1.041204e+00
1.003890e-06	1.041457e+00
1.004893e-06	1.040966e+00
1.005896e-06	1.041419e+00
1.006900e-06	1.040628e+00
1.007906e-06	1.040978e+00
1.008912e-06	1.040834e+00
1.009920e-06	1.040650e+00
1.010928e-06	1.041454e+00
1.011938e-06	1.041672e+00
1.012948e-06	1.040786e+00
1.013960e-06	1.040820e+00
1.014972e-06	1.040838e+00
1.015986e-06	1.041329e+00
1.017000e-06	1.040835e+00
1.018016e-06	1.040765e+00
1.019032e-06	1.041110e+00
1.020050e-06	1.042233e+00
1.021068e-06	1.040954e+00
1.022088e-06	1.040674e+00
1.023108e-06	1.040972e+00
1.024130e-06	1.042538e+00
1.025153e-06	1.040893e+00
1.026176e-06	1.040823e+00
1.027201e-06	1.040862e+00
1.028227e-06	1.040735e+00
1.029253e-06	1.041520e+00
1.030281e-06	1.040892e+00
1.031310e-06	1.040710e+00
1.032340e-06	1.041310e+00
1.033371e-06	1.040698e+00
1.034402e-06	1.040572e+00
1.035435e-06	1.040601e+00
1.036469e-06	1.040609e+00
1.037504e-06	1.040876e+00
1.038540e-06	1.040704e+00
1.039577e-06	1.040644e+00
1.040615e-06	1.040627e+00
1.041654e-06	1.040670e+00
1.042694e-06	1.040689e+00
1.043736e-06	1.041130e+00
1.044778e-06	1.041037e+00
1.045821e-06	1.040673e+00
1.046865e-06	1.041217e+00
1.047911e-06	1.040776e+00
1.048957e-06	1.040714e+00
1.050004e-06	1.040906e+00
1.051053e-06	1.041118e+00
1.052102e-06	1.041052e+00
1.053153e-06	1.040583e+00
1.054205e-06	1.040631e+00
1.055257e-06	1.040683e+00
1.056311e-06	1.040663e+00
1.057366e-06	1.041019e+00
1.058422e-06	1.040581e+00
1.059478e-06	1.041082e+00
1.060536e-06	1.040674e+00
1.061595e-06	1.040633e+00
1.062655e-06	1.040789e+00
1.063717e-06	1.040635e+00
1.064779e-06	1.040564e+00
1.065842e-06	1.040997e+00
1.066906e-06	1.041054e+00
1.067972e-06	1.040603e+00
1.069038e-06	1.041075e+00
1.070105e-06	1.040653e+00
1.071174e-06	1.041061e+00
1.072244e-06	1.040855e+00
1.073314e-06	1.040598e+00
1.074386e-06	1.040542e+00
1.075459e-06	1.040569e+00
1.076533e-06	1.040872e+00
1.077608e-06	1.041040e+00
1.078684e-06	1.043097e+00
1.079761e-06	1.040756e+00
1.080839e-06	1.040716e+00
1.081918e-06	1.041009e+00
1.082999e-06	1.040584e+00
1.084080e-06	1.040673e+00
1.085162e-06	1.040702e+00
1.086246e-06	1.040981e+00
1.087331e-06	1.041027e+00
1.088416e-06	1.040804e+00
1.089503e-06	1.041403e+00
1.090591e-06	1.040593e+00
1.091680e-06	1.045320e+00
1.092770e-06	1.045392e+00
1.093861e-06	1.043010e+00
1.094954e-06	1.043267e+00
1.096047e-06	1.045624e+00
1.097141e-06	1.041885e+00
1.098237e-06	1.040996e+00
1.099334e-06	1.040840e+00
1.100431e-06	1.042539e+00
1.101530e-06	1.043111e+00
1.102630e-06	1.046761e+00
1.103731e-06	1.040624e+00
1.104833e-06	1.043724e+00
1.105936e-06	1.053154e+00
1.107041e-06	1.040871e+00
1.108146e-06	1.041112e+00
1.109253e-06	1.040769e+00
1.110360e-06	1.053589e+00
1.111469e-06	1.042089e+00
1.112579e-06	1.043670e+00
1.113690e-06	1.040851e+00
1.114802e-06	1.061493e+00
1.115915e-06	1.042125e+00
1.117029e-06	1.051403e+00
1.118145e-06	1.043368e+00
1.119261e-06	1.047081e+00
1.120379e-06	1.079261e+00
1.121498e-06	1.041778e+00
1.122618e-06	1.053853e+00
1.123739e-06	1.041248e+00
1.124861e-06	1.043037e+00
1.125984e-06	1.041175e+00
1.127108e-06	1.044028e+00
1.128234e-06	1.057749e+00
1.129360e-06	1.062696e+00
1.130488e-06	1.041467e+00
1.131617e-06	1.045508e+00
1.132747e-06	1.040754e+00
1.133878e-06	1.041945e+00
1.135010e-06	1.041367e+00
1.136143e-06	1.040910e+00
1.137278e-06	1.043429e+00
1.138413e-06	1.041958e+00
1.139550e-06	1.052360e+00
1.140688e-06	1.040963e+00
1.141827e-06	1.043258e+00
1.142967e-06	1.043024e+00
1.144109e-06	1.058965e+00
1.145251e-06	1.041375e+00
1.146395e-06	1.047731e+00
1.147539e-06	1.043245e+00
1.148685e-06	1.046563e+00
1.149832e-06	1.047608e+00
1.150980e-06	1.045193e+00
1.152130e-06	1.043617e+00
1.153280e-06	1.049677e+00
1.154432e-06	1.045240e+00
1.155584e-06	1.045920e+00
1.156738e-06	1.041428e+00
1.157893e-06	1.045697e+00
1.159050e-06	1.041273e+00
1.160207e-06	1.041097e+00
1.161365e-06	1.042417e+00
1.162525e-06	1.082738e+00
1.163686e-06	1.074013e+00
1.164848e-06	1.048439e+00
1.166011e-06	1.044818e+00
1.167175e-06	1.049787e+00
1.168341e-06	1.075670e+00
1.169507e-06	1.068882e+00
1.170675e-06	1.046654e+00
1.171844e-06	1.041065e+00
1.173014e-06	1.041325e+00
1.174186e-06	1.044155e+00
1.175358e-06	1.041373e+00
1.176532e-06	1.044009e+00
1.177707e-06	1.043477e+00
1.178882e-06	1.048637e+00
1.180060e-06	1.050462e+00
1.181238e-06	1.042665e+00
1.182417e-06	1.071438e+00
1.183598e-06	1.042364e+00
1.184780e-06	1.043591e+00
1.185963e-06	1.058623e+00
1.187147e-06	1.041215e+00
1.188333e-06	1.041404e+00
1.189519e-06	1.045448e+00
1.190707e-06	1.044886e+00
1.191896e-06	1.042679e+00
1.193086e-06	1.041246e+00
1.194278e-06	1.041968e+00
1.195470e-06	1.040883e+00
1.196664e-06	1.041191e+00
1.197859e-06	1.041057e+00
1.199055e-06	1.043712e+00
1.200252e-06	1.040926e+00
1.201451e-06	1.041182e+00
1.202650e-06	1.042045e+00
1.203851e-06	1.040720e+00
1.205053e-06	1.041300e+00
1.206257e-06	1.042228e+00
1.207461e-06	1.041015e+00
1.208667e-06	1.041596e+00
1.209874e-06	1.046901e+00
1.211082e-06	1.040973e+00
1.212291e-06	1.042433e+00
1.213502e-06	1.041473e+00
1.214713e-06	1.040682e+00
1.215926e-06	1.041578e+00
1.217140e-06	1.040976e+00
1.218356e-06	1.042435e+00
1.219572e-06	1.040729e+00
1.220790e-06	1.043341e+00
1.222009e-06	1.040874e+00
1.223229e-06	1.041321e+00
1.224451e-06	1.041273e+00
1.225673e-06	1.043189e+00
1.226897e-06	1.040925e+00
1.228122e-06	1.040830e+00
1.229349e-06	1.041657e+00
1.230576e-06	1.041536e+00
1.231805e-06	1.045469e+00
1.233035e-06	1.041806e+00
1.234266e-06	1.041499e+00
1.235499e-06	1.041091e+00
1.236732e-06	1.043551e+00
1.237967e-06	1.040841e+00
1.239204e-06	1.040918e+00
1.240441e-06	1.041124e+00
1.241680e-06	1.040698e+00
1.242919e-06	1.041560e+00
1.244161e-06	1.041027e+00
1.245403e-06	1.040645e+00
1.246646e-06	1.040808e+00
1.247891e-06	1.040821e+00
1.249137e-06	1.041303e+00
1.250385e-06	1.040597e+00
1.251633e-06	1.041121e+00
1.252883e-06	1.040601e+00
1.254134e-06	1.040713e+00
1.255386e-06	1.043161e+00
1.256640e-06	1.048316e+00
1.257895e-06	1.041706e+00
1.259151e-06	1.040697e+00
1.260408e-06	1.041093e+00
1.261667e-06	1.040765e+00
1.262926e-06	1.040642e+00
1.264188e-06	1.040681e+00
1.265450e-06	1.040880e+00
1.266713e-06	1.041222e+00
1.267978e-06	1.040672e+00
1.269244e-06	1.040909e+00
1.270512e-06	1.046883e+00
1.271781e-06	1.040628e+00
1.273050e-06	1.045096e+00
1.274322e-06	1.040592e+00
1.275594e-06	1.040839e+00
1.276868e-06	1.040720e+00
1.278143e-06	1.046559e+00
1.279419e-06	1.041179e+00
1.280697e-06	1.040900e+00
1.281975e-06	1.041443e+00
1.283256e-06	1.044953e+00
1.284537e-06	1.041547e+00
1.285820e-06	1.040683e+00
1.287104e-06	1.040833e+00
1.288389e-06	1.041279e+00
1.289675e-06	1.042832e+00
1.290963e-06	1.040650e+00
1.292252e-06	1.041586e+00
1.293542e-06	1.041875e+00
1.294834e-06	1.041850e+00
1.296127e-06	1.041621e+00
1.297421e-06	1.040792e+00
1.298717e-06	1.040659e+00
1.300014e-06	1.040520e+00
1.301312e-06	1.043853e+00
1.302611e-06	1.040731e+00
1.303912e-06	1.041929e+00
1.305214e-06	1.040711e+00
1.306517e-06	1.040816e+00
1.307822e-06	1.043742e+00
1.309128e-06	1.059720e+00
1.310435e-06	1.045516e+00
1.311743e-06	1.045470e+00
1.313053e-06	1.040689e+00
1.314364e-06	1.041007e+00
1.315677e-06	1.040767e+00
1.316991e-06	1.043050e+00
1.318306e-06	1.041214e+00
1.319622e-06	1.041619e+00
1.320940e-06	1.046072e+00
1.322259e-06	1.041619e+00
1.323579e-06	1.041282e+00
1.324901e-06	1.041189e+00
1.326224e-06	1.042016e+00
1.327548e-06	1.040719e+00
1.328874e-06	1.047586e+00
1.330200e-06	1.049258e+00
1.331529e-06	1.041146e+00
1.332858e-06	1.059919e+00
1.334189e-06	1.041825e+00
1.335521e-06	1.041723e+00
1.336855e-06	1.050424e+00
1.338190e-06	1.049138e+00
1.339526e-06	1.040932e+00
1.340864e-06	1.044418e+00
1.342203e-06	1.040720e+00
1.343543e-06	1.069895e+00
1.344884e-06	1.117127e+00
1.346227e-06	1.041110e+00
1.347572e-06	1.060675e+00
1.348917e-06	1.047005e+00
1.350264e-06	1.056352e+00
1.351612e-06	1.075768e+00
1.352962e-06	1.052744e+00
1.354313e-06	1.062619e+00
1.355665e-06	1.077417e+00
1.357019e-06	1.044747e+00
1.358374e-06	1.095709e+00
1.359730e-06	1.049969e+00
1.361088e-06	1.133066e+00
1.362447e-06	1.066688e+00
1.363808e-06	1.044925e+00
1.365170e-06	1.046308e+00
1.366533e-06	1.063395e+00
1.367897e-06	1.056345e+00
1.369263e-06	1.068327e+00
1.370630e-06	1.068343e+00
1.371999e-06	1.050725e+00
1.373369e-06	1.044770e+00
1.374740e-06	1.049470e+00
1.376113e-06	1.063159e+00
1.377487e-06	1.041157e+00
1.378863e-06	1.054569e+00
1.380240e-06	1.073720e+00
1.381618e-06	1.044163e+00
1.382997e-06	1.051883e+00
1.384378e-06	1.072249e+00
1.385761e-06	1.068237e+00
1.387144e-06	1.051177e+00
1.388530e-06	1.042951e+00
1.389916e-06	1.107833e+00
1.391304e-06	1.048469e+00
1.392693e-06	1.090483e+00
1.394084e-06	1.041953e+00
1.395476e-06	1.053920e+00
1.396869e-06	1.055001e+00
1.398264e-06	1.044305e+00
1.399660e-06	1.098021e+00
1.401058e-06	1.090883e+00
1.402457e-06	1.043972e+00
1.403857e-06	1.047032e+00
1.405259e-06	1.077901e+00
1.406662e-06	1.088574e+00
1.408067e-06	1.050595e+00
1.409473e-06	1.046196e+00
1.410880e-06	1.075143e+00
1.412289e-06	1.046734e+00
1.413699e-06	1.060918e+00
1.415111e-06	1.046489e+00
1.416524e-06	1.042993e+00
1.417939e-06	1.054044e+00
1.419354e-06	1.071305e+00
1.420772e-06	1.126108e+00
1.422190e-06	1.081745e+00
1.423611e-06	1.091261e+00
1.425032e-06	1.063382e+00
1.426455e-06	1.050643e+00
1.427879e-06	1.059915e+00
1.429305e-06	1.080526e+00
1.430732e-06	1.049714e+00
1.432161e-06	1.075880e+00
1.433591e-06	1.050239e+00
1.435023e-06	1.053806e+00
1.436456e-06	1.060116e+00
1.437890e-06	1.057444e+00
1.439326e-06	1.051537e+00
1.440763e-06	1.060130e+00
1.442202e-06	1.050209e+00
1.443642e-06	1.044150e+00
1.445083e-06	1.057878e+00
1.446526e-06	1.054213e+00
1.447971e-06	1.063886e+00
1.449416e-06	1.046215e+00
1.450864e-06	1.074092e+00
1.452312e-06	1.050690e+00
1.453763e-06	1.073950e+00
1.455214e-06	1.051618e+00
1.456667e-06	1.120777e+00
1.458122e-06	1.090068e+00
1.459578e-06	1.079281e+00
1.461035e-06	1.047425e+00
1.462494e-06	1.073471e+00
1.463955e-06	1.071106e+00
1.465416e-06	1.041404e+00
1.466880e-06	1.067578e+00
1.468344e-06	1.050528e+00
1.469811e-06	1.045570e+00
1.471278e-06	1.047509e+00
1.472747e-06	1.042950e+00
1.474218e-06	1.070626e+00
1.475690e-06	1.071109e+00
1.477164e-06	1.060783e+00
1.478639e-06	1.078765e+00
1.480115e-06	1.059613e+00
1.481593e-06	1.051611e+00
1.483072e-06	1.041650e+00
1.484553e-06	1.071240e+00
1.486036e-06	1.058970e+00
1.487520e-06	1.051650e+00
1.489005e-06	1.046201e+00
1.490492e-06	1.058161e+00
1.491980e-06	1.048838e+00
1.493470e-06	1.078240e+00
1.494961e-06	1.042882e+00
1.496454e-06	1.071006e+00
1.497948e-06	1.046938e+00
1.499444e-06	1.044054e+00
1.500941e-06	1.048683e+00
1.502440e-06	1.052815e+00
1.503940e-06	1.051472e+00
1.505442e-06	1.045763e+00
1.506945e-06	1.056613e+00
1.508450e-06	1.047247e+00
1.509956e-06	1.047016e+00
1.511464e-06	1.049473e+00
1.512973e-06	1.043135e+00
1.514484e-06	1.050294e+00
1.515996e-06	1.045416e+00
1.517510e-06	1.061774e+00
1.519025e-06	1.073770e+00
1.520542e-06	1.046834e+00
1.522060e-06	1.066034e+00
1.523580e-06	1.048708e+00
1.525101e-06	1.048819e+00
1.526624e-06	1.041444e+00
1.528149e-06	1.052533e+00
1.529675e-06	1.045589e+00
1.531202e-06	1.077486e+00
1.532731e-06	1.045633e+00
1.534262e-06	1.064773e+00
1.535794e-06	1.049608e+00
1.537327e-06	1.076695e+00
1.538862e-06	1.047489e+00
1.540399e-06	1.043590e+00
1.541937e-06	1.047435e+00
1.543477e-06	1.042431e+00
1.545018e-06	1.040831e+00
1.546561e-06	1.055324e+00
1.548105e-06	1.042119e+00
1.549651e-06	1.057369e+00
1.551198e-06	1.047905e+00
1.552747e-06	1.043015e+00
1.554298e-06	1.048234e+00
1.555850e-06	1.045551e+00
1.557403e-06	1.047486e+00
1.558958e-06	1.042075e+00
1.560515e-06	1.044089e+00
1.562073e-06	1.042777e+00
1.563633e-06	1.041872e+00
1.565194e-06	1.048523e+00
1.566757e-06	1.047623e+00
1.568322e-06	1.042992e+00
1.569888e-06	1.043011e+00
1.571455e-06	1.043105e+00
1.573024e-06	1.054068e+00
1.574595e-06	1.045534e+00
1.576167e-06	1.042535e+00
1.577741e-06	1.042634e+00
1.579317e-06	1.041470e+00
1.580894e-06	1.041842e+00
1.582472e-06	1.055561e+00
1.584053e-06	1.042914e+00
1.585634e-06	1.045154e+00
1.587218e-06	1.046539e+00
1.588802e-06	1.041702e+00
1.590389e-06	1.051166e+00
1.591977e-06	1.041511e+00
1.593567e-06	1.042583e+00
1.595158e-06	1.040839e+00
1.596751e-06	1.041929e+00
1.598345e-06	1.048363e+00
1.599941e-06	1.053192e+00
1.601539e-06	1.041261e+00
1.603138e-06	1.045759e+00
1.604739e-06	1.053285e+00
1.606341e-06	1.042364e+00
1.607945e-06	1.041332e+00
1.609551e-06	1.045542e+00
1.611158e-06	1.041526e+00
1.612767e-06	1.055478e+00
1.614377e-06	1.040849e+00
1.615989e-06	1.047868e+00
1.617603e-06	1.041588e+00
1.619218e-06	1.049847e+00
1.620835e-06	1.040683e+00
1.622453e-06	1.041094e+00
1.624073e-06	1.041581e+00
1.625695e-06	1.051228e+00
1.627318e-06	1.041680e+00
1.628943e-06	1.040832e+00
1.630570e-06	1.040842e+00
1.632198e-06	1.067705e+00
1.633828e-06	1.040812e+00
1.635459e-06	1.041599e+00
1.637092e-06	1.042419e+00
1.638727e-06	1.041811e+00
1.640363e-06	1.043084e+00
1.642001e-06	1.040533e+00
1.643641e-06	1.041367e+00
1.645282e-06	1.041857e+00
1.646925e-06	1.040658e+00
1.648570e-06	1.040884e+00
1.650216e-06	1.040767e+00
1.651864e-06	1.042504e+00
1.653513e-06	1.040667e+00
1.655164e-06	1.040922e+00
1.656817e-06	1.040747e+00
1.658471e-06	1.040752e+00
1.660127e-06	1.041503e+00
1.661785e-06	1.040872e+00
1.663444e-06	1.040838e+00
1.665105e-06	1.040782e+00
1.666768e-06	1.040992e+00
1.668432e-06	1.041055e+00
1.670098e-06	1.043520e+00
1.671766e-06	1.042357e+00
1.673435e-06	1.040623e+00
1.675106e-06	1.041155e+00
1.676779e-06	1.041457e+00
1.678453e-06	1.041988e+00
1.680129e-06	1.040815e+00
1.681807e-06	1.040510e+00
1.683486e-06	1.042164e+00
1.685167e-06	1.041288e+00
1.686850e-06	1.050676e+00
1.688534e-06	1.040684e+00
1.690220e-06	1.059424e+00
1.691908e-06	1.042347e+00
1.693598e-06	1.040540e+00
1.695289e-06	1.043495e+00
1.696982e-06	1.050855e+00
1.698676e-06	1.040612e+00
1.700372e-06	1.041225e+00
1.702070e-06	1.041063e+00
1.703770e-06	1.043358e+00
1.705471e-06	1.040679e+00
