wave,flux,error
1.223981879,5.09E-16,6.90E-18
1.224087951,5.09E-16,7.05E-18
1.224194023,5.09E-16,7.22E-18
1.224300095,5.09E-16,7.41E-18
1.224406167,5.09E-16,7.58E-18
1.224512239,5.09E-16,7.70E-18
1.224618311,5.08E-16,7.75E-18
1.224724384,5.07E-16,7.70E-18
1.224830456,5.06E-16,7.55E-18
1.224936528,5.06E-16,7.32E-18
1.2250426,5.05E-16,7.04E-18
1.225148672,5.05E-16,6.76E-18
1.225254744,5.05E-16,6.52E-18
1.225360816,5.05E-16,6.35E-18
1.225466888,5.05E-16,6.27E-18
1.22557296,5.06E-16,6.26E-18
1.225679032,5.07E-16,6.29E-18
1.225785104,5.08E-16,6.34E-18
1.225891176,5.09E-16,6.40E-18
1.225997248,5.11E-16,6.44E-18
1.22610332,5.12E-16,6.49E-18
1.226209392,5.14E-16,6.53E-18
1.226315465,5.15E-16,6.56E-18
1.226421537,5.17E-16,6.59E-18
1.226527609,5.18E-16,6.61E-18
1.226633681,5.19E-16,6.60E-18
1.226739753,5.20E-16,6.57E-18
1.226845825,5.20E-16,6.51E-18
1.226951897,5.20E-16,6.42E-18
1.227057969,5.20E-16,6.31E-18
1.227164041,5.19E-16,6.19E-18
1.227270113,5.17E-16,6.07E-18
1.227376185,5.16E-16,5.95E-18
1.227482257,5.15E-16,5.86E-18
1.227588329,5.14E-16,5.80E-18
1.227694401,5.13E-16,5.81E-18
1.227800474,5.12E-16,5.88E-18
1.227906546,5.12E-16,6.03E-18
1.228012618,5.12E-16,6.25E-18
1.22811869,5.13E-16,6.53E-18
1.228224762,5.13E-16,6.83E-18
1.228330834,5.14E-16,7.12E-18
1.228436906,5.14E-16,7.36E-18
1.228542978,5.15E-16,7.50E-18
1.22864905,5.14E-16,7.54E-18
1.228755122,5.13E-16,7.47E-18
1.228861194,5.11E-16,7.29E-18
1.228967266,5.09E-16,7.05E-18
1.229073338,5.05E-16,6.78E-18
1.22917941,5.01E-16,6.54E-18
1.229285482,4.97E-16,6.34E-18
1.229391555,4.93E-16,6.21E-18
1.229497627,4.90E-16,6.13E-18
1.229603699,4.87E-16,6.08E-18
1.229709771,4.86E-16,6.04E-18
1.229815843,4.87E-16,6.00E-18
1.229921915,4.88E-16,5.95E-18
1.230027987,4.91E-16,5.89E-18
1.230134059,4.95E-16,5.84E-18
1.230240131,4.98E-16,5.78E-18
1.230346203,5.02E-16,5.74E-18
1.230452275,5.05E-16,5.71E-18
1.230558347,5.08E-16,5.72E-18
1.230664419,5.10E-16,5.78E-18
1.230770491,5.11E-16,5.87E-18
1.230876564,5.12E-16,6.00E-18
1.230982636,5.13E-16,6.13E-18
1.231088708,5.13E-16,6.26E-18
1.23119478,5.13E-16,6.35E-18
1.231300852,5.13E-16,6.42E-18
1.231406924,5.13E-16,6.46E-18
1.231512996,5.13E-16,6.49E-18
1.231619068,5.12E-16,6.54E-18
1.23172514,5.12E-16,6.64E-18
1.231831212,5.12E-16,6.77E-18
1.231937284,5.11E-16,6.94E-18
1.232043356,5.11E-16,7.12E-18
1.232149428,5.10E-16,7.28E-18
1.2322555,5.10E-16,7.38E-18
1.232361572,5.10E-16,7.41E-18
1.232467645,5.09E-16,7.37E-18
1.232573717,5.10E-16,7.27E-18
1.232679789,5.10E-16,7.14E-18
1.232785861,5.10E-16,7.00E-18
1.232891933,5.10E-16,6.87E-18
1.232998005,5.11E-16,6.74E-18
1.233104077,5.11E-16,6.62E-18
1.233210149,5.11E-16,6.49E-18
1.233316221,5.10E-16,6.34E-18
1.233422293,5.10E-16,6.18E-18
1.233528365,5.09E-16,6.02E-18
1.233634437,5.08E-16,5.86E-18
1.233740509,5.07E-16,5.73E-18
1.233846581,5.06E-16,5.63E-18
1.233952653,5.04E-16,5.58E-18
1.234058726,5.03E-16,5.59E-18
1.234164798,5.02E-16,5.65E-18
1.23427087,5.01E-16,5.76E-18
1.234376942,5.00E-16,5.91E-18
1.234483014,5.00E-16,6.10E-18
1.234589086,5.00E-16,6.31E-18
1.234695158,5.01E-16,6.55E-18
1.23480123,5.03E-16,6.78E-18
1.234907302,5.05E-16,7.01E-18
1.235013374,5.08E-16,7.21E-18
1.235119446,5.10E-16,7.36E-18
1.235225518,5.13E-16,7.45E-18
1.23533159,5.15E-16,7.51E-18
1.235437662,5.17E-16,7.53E-18
1.235543735,5.18E-16,7.54E-18
1.235649807,5.19E-16,7.55E-18
1.235755879,5.20E-16,7.55E-18
1.235861951,5.21E-16,7.55E-18
1.235968023,5.21E-16,7.51E-18
1.236074095,5.22E-16,7.43E-18
1.236180167,5.22E-16,7.30E-18
1.236286239,5.22E-16,7.11E-18
1.236392311,5.22E-16,6.88E-18
1.236498383,5.21E-16,6.63E-18
1.236604455,5.21E-16,6.38E-18
1.236710527,5.20E-16,6.16E-18
1.236816599,5.18E-16,5.98E-18
1.236922671,5.17E-16,5.86E-18
1.237028743,5.15E-16,5.80E-18
1.237134816,5.13E-16,5.83E-18
1.237240888,5.11E-16,5.92E-18
1.23734696,5.08E-16,6.05E-18
1.237453032,5.06E-16,6.21E-18
1.237559104,5.04E-16,6.36E-18
1.237665176,5.02E-16,6.47E-18
1.237771248,5.01E-16,6.54E-18
1.23787732,5.00E-16,6.55E-18
1.237983392,4.99E-16,6.52E-18
1.238089464,4.98E-16,6.47E-18
1.238195536,4.97E-16,6.40E-18
1.238301608,4.96E-16,6.34E-18
1.23840768,4.95E-16,6.29E-18
1.238513752,4.93E-16,6.27E-18
1.238619824,4.91E-16,6.27E-18
1.238725897,4.88E-16,6.27E-18
1.238831969,4.85E-16,6.27E-18
1.238938041,4.82E-16,6.24E-18
1.239044113,4.78E-16,6.20E-18
1.239150185,4.75E-16,6.13E-18
1.239256257,4.73E-16,6.06E-18
1.239362329,4.71E-16,5.99E-18
1.239468401,4.69E-16,5.95E-18
1.239574473,4.69E-16,5.95E-18
1.239680545,4.69E-16,5.99E-18
1.239786617,4.70E-16,6.06E-18
1.239892689,4.70E-16,6.14E-18
1.239998761,4.71E-16,6.20E-18
1.240104833,4.72E-16,6.22E-18
1.240210906,4.73E-16,6.20E-18
1.240316978,4.74E-16,6.13E-18
1.24042305,4.75E-16,6.03E-18
1.240529122,4.77E-16,5.91E-18
1.240635194,4.79E-16,5.80E-18
1.240741266,4.82E-16,5.71E-18
1.240847338,4.84E-16,5.66E-18
1.24095341,4.87E-16,5.66E-18
1.241059482,4.90E-16,5.68E-18
1.241165554,4.93E-16,5.73E-18
1.241271626,4.94E-16,5.78E-18
1.241377698,4.94E-16,5.84E-18
1.24148377,4.94E-16,5.90E-18
1.241589842,4.92E-16,5.96E-18
1.241695914,4.90E-16,6.01E-18
1.241801987,4.87E-16,6.05E-18
1.241908059,4.83E-16,6.10E-18
1.242014131,4.79E-16,6.13E-18
1.242120203,4.75E-16,6.16E-18
1.242226275,4.72E-16,6.17E-18
1.242332347,4.68E-16,6.16E-18
1.242438419,4.64E-16,6.14E-18
1.242544491,4.59E-16,6.09E-18
1.242650563,4.55E-16,6.04E-18
1.242756635,4.49E-16,6.00E-18
1.242862707,4.44E-16,5.95E-18
1.242968779,4.38E-16,5.91E-18
1.243074851,4.32E-16,5.88E-18
1.243180923,4.27E-16,5.86E-18
1.243286995,4.22E-16,5.84E-18
1.243393068,4.19E-16,5.83E-18
1.24349914,4.17E-16,5.83E-18
1.243605212,4.17E-16,5.84E-18
1.243711284,4.19E-16,5.87E-18
1.243817356,4.23E-16,5.93E-18
1.243923428,4.28E-16,6.02E-18
1.2440295,4.34E-16,6.14E-18
1.244135572,4.41E-16,6.29E-18
1.244241644,4.48E-16,6.43E-18
1.244347716,4.55E-16,6.56E-18
1.244453788,4.62E-16,6.64E-18
1.24455986,4.68E-16,6.67E-18
1.244665932,4.73E-16,6.65E-18
1.244772004,4.77E-16,6.57E-18
1.244878077,4.80E-16,6.47E-18
1.244984149,4.82E-16,6.36E-18
1.245090221,4.83E-16,6.25E-18
1.245196293,4.83E-16,6.16E-18
1.245302365,4.82E-16,6.08E-18
1.245408437,4.80E-16,6.02E-18
1.245514509,4.78E-16,5.95E-18
1.245620581,4.76E-16,5.87E-18
1.245726653,4.75E-16,5.78E-18
1.245832725,4.73E-16,5.68E-18
1.245938797,4.72E-16,5.58E-18
1.246044869,4.72E-16,5.48E-18
1.246150941,4.72E-16,5.40E-18
1.246257013,4.73E-16,5.32E-18
1.246363085,4.74E-16,5.26E-18
1.246469158,4.76E-16,5.22E-18
1.24657523,4.79E-16,5.18E-18
1.246681302,4.81E-16,5.15E-18
1.246787374,4.84E-16,5.14E-18
1.246893446,4.87E-16,5.15E-18
1.246999518,4.90E-16,5.18E-18
1.24710559,4.92E-16,5.23E-18
1.247211662,4.94E-16,5.31E-18
1.247317734,4.95E-16,5.42E-18
1.247423806,4.96E-16,5.55E-18
1.247529878,4.96E-16,5.68E-18
1.24763595,4.95E-16,5.82E-18
1.247742022,4.94E-16,5.94E-18
1.247848094,4.92E-16,6.05E-18
1.247954166,4.90E-16,6.15E-18
1.248060239,4.87E-16,6.22E-18
1.248166311,4.85E-16,6.27E-18
1.248272383,4.83E-16,6.30E-18
1.248378455,4.81E-16,6.31E-18
1.248484527,4.79E-16,6.30E-18
1.248590599,4.78E-16,6.26E-18
1.248696671,4.78E-16,6.21E-18
1.248802743,4.79E-16,6.14E-18
1.248908815,4.80E-16,6.06E-18
1.249014887,4.81E-16,5.97E-18
1.249120959,4.83E-16,5.88E-18
1.249227031,4.85E-16,5.79E-18
1.249333103,4.87E-16,5.70E-18
1.249439175,4.88E-16,5.62E-18
1.249545248,4.90E-16,5.56E-18
1.24965132,4.91E-16,5.55E-18
1.249757392,4.92E-16,5.58E-18
1.249863464,4.93E-16,5.65E-18
1.249969536,4.94E-16,5.76E-18
1.250075608,4.95E-16,5.89E-18
1.25018168,4.96E-16,6.01E-18
1.250287752,4.97E-16,6.11E-18
1.250393824,4.98E-16,6.16E-18
1.250499896,4.99E-16,6.15E-18
1.250605968,4.99E-16,6.10E-18
1.25071204,4.99E-16,6.02E-18
1.250818112,4.98E-16,5.92E-18
1.250924184,4.96E-16,5.82E-18
1.251030256,4.94E-16,5.76E-18
1.251136329,4.92E-16,5.73E-18
1.251242401,4.88E-16,5.76E-18
1.251348473,4.84E-16,5.82E-18
1.251454545,4.79E-16,5.91E-18
1.251560617,4.74E-16,6.00E-18
1.251666689,4.67E-16,6.10E-18
1.251772761,4.60E-16,6.18E-18
1.251878833,4.53E-16,6.25E-18
1.251984905,4.45E-16,6.30E-18
1.252090977,4.38E-16,6.32E-18
1.252197049,4.32E-16,6.34E-18
1.252303121,4.28E-16,6.34E-18
1.252409193,4.26E-16,6.34E-18
1.252515265,4.27E-16,6.35E-18
1.252621337,4.30E-16,6.38E-18
1.25272741,4.36E-16,6.42E-18
1.252833482,4.43E-16,6.47E-18
1.252939554,4.53E-16,6.53E-18
1.253045626,4.62E-16,6.56E-18
1.253151698,4.72E-16,6.56E-18
1.25325777,4.81E-16,6.51E-18
1.253363842,4.88E-16,6.42E-18
1.253469914,4.95E-16,6.30E-18
1.253575986,5.00E-16,6.18E-18
1.253682058,5.04E-16,6.06E-18
1.25378813,5.07E-16,5.96E-18
1.253894202,5.09E-16,5.88E-18
1.254000274,5.10E-16,5.82E-18
1.254106346,5.12E-16,5.76E-18
1.254212419,5.13E-16,5.71E-18
1.254318491,5.13E-16,5.66E-18
1.254424563,5.14E-16,5.62E-18
1.254530635,5.14E-16,5.60E-18
1.254636707,5.14E-16,5.60E-18
1.254742779,5.14E-16,5.62E-18
1.254848851,5.14E-16,5.66E-18
1.254954923,5.14E-16,5.71E-18
1.255060995,5.15E-16,5.75E-18
1.255167067,5.15E-16,5.78E-18
1.255273139,5.16E-16,5.80E-18
1.255379211,5.17E-16,5.80E-18
1.255485283,5.18E-16,5.78E-18
1.255591355,5.19E-16,5.75E-18
1.255697427,5.19E-16,5.71E-18
1.2558035,5.19E-16,5.67E-18
1.255909572,5.18E-16,5.62E-18
1.256015644,5.16E-16,5.57E-18
1.256121716,5.14E-16,5.53E-18
1.256227788,5.11E-16,5.50E-18
1.25633386,5.08E-16,5.47E-18
1.256439932,5.05E-16,5.47E-18
1.256546004,5.02E-16,5.49E-18
1.256652076,4.99E-16,5.53E-18
1.256758148,4.96E-16,5.58E-18
1.25686422,4.93E-16,5.64E-18
1.256970292,4.91E-16,5.69E-18
1.257076364,4.90E-16,5.74E-18
1.257182436,4.89E-16,5.77E-18
1.257288508,4.88E-16,5.79E-18
1.257394581,4.88E-16,5.79E-18
1.257500653,4.89E-16,5.76E-18
1.257606725,4.91E-16,5.71E-18
1.257712797,4.94E-16,5.64E-18
1.257818869,4.97E-16,5.54E-18
1.257924941,5.00E-16,5.44E-18
1.258031013,5.03E-16,5.35E-18
1.258137085,5.07E-16,5.29E-18
1.258243157,5.09E-16,5.27E-18
1.258349229,5.11E-16,5.30E-18
1.258455301,5.12E-16,5.37E-18
1.258561373,5.12E-16,5.48E-18
1.258667445,5.11E-16,5.60E-18
1.258773517,5.09E-16,5.71E-18
1.25887959,5.06E-16,5.80E-18
1.258985662,5.03E-16,5.85E-18
1.259091734,5.00E-16,5.87E-18
1.259197806,4.97E-16,5.87E-18
1.259303878,4.95E-16,5.88E-18
1.25940995,4.94E-16,5.89E-18
1.259516022,4.94E-16,5.93E-18
1.259622094,4.94E-16,5.99E-18
1.259728166,4.94E-16,6.05E-18
1.259834238,4.96E-16,6.10E-18
1.25994031,4.97E-16,6.12E-18
1.260046382,4.99E-16,6.10E-18
1.260152454,5.00E-16,6.05E-18
1.260258526,5.02E-16,5.99E-18
1.260364598,5.03E-16,5.91E-18
1.260470671,5.05E-16,5.85E-18
1.260576743,5.06E-16,5.80E-18
1.260682815,5.08E-16,5.77E-18
1.260788887,5.09E-16,5.73E-18
1.260894959,5.11E-16,5.70E-18
1.261001031,5.12E-16,5.66E-18
1.261107103,5.14E-16,5.61E-18
1.261213175,5.15E-16,5.56E-18
1.261319247,5.16E-16,5.51E-18
1.261425319,5.17E-16,5.48E-18
1.261531391,5.18E-16,5.47E-18
1.261637463,5.18E-16,5.49E-18
1.261743535,5.19E-16,5.55E-18
1.261849607,5.19E-16,5.66E-18
1.261955679,5.19E-16,5.82E-18
1.262061752,5.19E-16,6.01E-18
1.262167824,5.20E-16,6.20E-18
1.262273896,5.20E-16,6.38E-18
1.262379968,5.21E-16,6.52E-18
1.26248604,5.21E-16,6.60E-18
1.262592112,5.22E-16,6.61E-18
1.262698184,5.23E-16,6.58E-18
1.262804256,5.24E-16,6.50E-18
1.262910328,5.25E-16,6.41E-18
1.2630164,5.26E-16,6.31E-18
1.263122472,5.26E-16,6.21E-18
1.263228544,5.27E-16,6.11E-18
1.263334616,5.27E-16,6.00E-18
1.263440688,5.27E-16,5.89E-18
1.263546761,5.27E-16,5.76E-18
1.263652833,5.27E-16,5.64E-18
1.263758905,5.26E-16,5.52E-18
1.263864977,5.26E-16,5.42E-18
1.263971049,5.26E-16,5.34E-18
1.264077121,5.26E-16,5.30E-18
1.264183193,5.27E-16,5.29E-18
1.264289265,5.28E-16,5.30E-18
1.264395337,5.29E-16,5.34E-18
1.264501409,5.31E-16,5.41E-18
1.264607481,5.32E-16,5.48E-18
1.264713553,5.34E-16,5.57E-18
1.264819625,5.35E-16,5.67E-18
1.264925697,5.35E-16,5.78E-18
1.265031769,5.35E-16,5.90E-18
1.265137842,5.34E-16,6.05E-18
1.265243914,5.33E-16,6.21E-18
1.265349986,5.31E-16,6.37E-18
1.265456058,5.29E-16,6.50E-18
1.26556213,5.27E-16,6.60E-18
1.265668202,5.25E-16,6.62E-18
1.265774274,5.23E-16,6.58E-18
1.265880346,5.22E-16,6.47E-18
1.265986418,5.20E-16,6.31E-18
1.26609249,5.20E-16,6.14E-18
1.266198562,5.19E-16,6.00E-18
1.266304634,5.19E-16,5.89E-18
1.266410706,5.20E-16,5.83E-18
1.266516778,5.21E-16,5.81E-18
1.26662285,5.23E-16,5.82E-18
1.266728923,5.25E-16,5.83E-18
1.266834995,5.27E-16,5.84E-18
1.266941067,5.30E-16,5.84E-18
1.267047139,5.32E-16,5.83E-18
1.267153211,5.34E-16,5.83E-18
1.267259283,5.36E-16,5.86E-18
1.267365355,5.38E-16,5.93E-18
1.267471427,5.39E-16,6.07E-18
1.267577499,5.39E-16,6.27E-18
1.267683571,5.39E-16,6.52E-18
1.267789643,5.39E-16,6.81E-18
1.267895715,5.38E-16,7.12E-18
1.268001787,5.38E-16,7.43E-18
1.268107859,5.38E-16,7.73E-18
1.268213932,5.38E-16,8.01E-18
1.268320004,5.39E-16,8.25E-18
1.268426076,5.40E-16,8.47E-18
1.268532148,5.41E-16,8.65E-18
1.26863822,5.42E-16,8.79E-18
1.268744292,5.43E-16,8.89E-18
1.268850364,5.44E-16,8.93E-18
1.268956436,5.44E-16,8.90E-18
1.269062508,5.43E-16,8.79E-18
1.26916858,5.42E-16,8.61E-18
1.269274652,5.40E-16,8.37E-18
1.269380724,5.36E-16,8.10E-18
1.269486796,5.33E-16,7.84E-18
1.269592868,5.29E-16,7.60E-18
1.26969894,5.25E-16,7.39E-18
1.269805013,5.22E-16,7.23E-18
1.269911085,5.20E-16,7.10E-18
1.270017157,5.18E-16,7.00E-18
1.270123229,5.18E-16,6.93E-18
1.270229301,5.18E-16,6.91E-18
1.270335373,5.19E-16,6.91E-18
1.270441445,5.20E-16,6.93E-18
1.270547517,5.22E-16,6.96E-18
1.270653589,5.23E-16,6.95E-18
1.270759661,5.24E-16,6.89E-18
1.270865733,5.24E-16,6.77E-18
1.270971805,5.24E-16,6.60E-18
1.271077877,5.23E-16,6.39E-18
1.271183949,5.22E-16,6.18E-18
1.271290021,5.21E-16,5.99E-18
1.271396094,5.19E-16,5.85E-18
1.271502166,5.18E-16,5.77E-18
1.271608238,5.16E-16,5.75E-18
1.27171431,5.15E-16,5.76E-18
1.271820382,5.15E-16,5.79E-18
1.271926454,5.15E-16,5.83E-18
1.272032526,5.15E-16,5.87E-18
1.272138598,5.16E-16,5.92E-18
1.27224467,5.17E-16,5.96E-18
1.272350742,5.18E-16,6.01E-18
1.272456814,5.20E-16,6.06E-18
1.272562886,5.21E-16,6.12E-18
1.272668958,5.22E-16,6.18E-18
1.27277503,5.23E-16,6.25E-18
1.272881103,5.24E-16,6.30E-18
1.272987175,5.24E-16,6.33E-18
1.273093247,5.24E-16,6.35E-18
1.273199319,5.23E-16,6.35E-18
1.273305391,5.22E-16,6.33E-18
1.273411463,5.20E-16,6.31E-18
1.273517535,5.18E-16,6.28E-18
1.273623607,5.17E-16,6.25E-18
1.273729679,5.15E-16,6.24E-18
1.273835751,5.14E-16,6.25E-18
1.273941823,5.13E-16,6.27E-18
1.274047895,5.13E-16,6.30E-18
1.274153967,5.14E-16,6.33E-18
1.274260039,5.15E-16,6.35E-18
1.274366111,5.17E-16,6.34E-18
1.274472184,5.20E-16,6.32E-18
1.274578256,5.22E-16,6.30E-18
1.274684328,5.24E-16,6.29E-18
1.2747904,5.26E-16,6.28E-18
1.274896472,5.28E-16,6.28E-18
1.275002544,5.29E-16,6.28E-18
1.275108616,5.30E-16,6.24E-18
1.275214688,5.31E-16,6.18E-18
1.27532076,5.31E-16,6.09E-18
1.275426832,5.31E-16,5.98E-18
1.275532904,5.31E-16,5.89E-18
1.275638976,5.32E-16,5.84E-18
1.275745048,5.33E-16,5.85E-18
1.27585112,5.34E-16,5.91E-18
1.275957192,5.35E-16,6.02E-18
1.276063265,5.36E-16,6.15E-18
1.276169337,5.36E-16,6.27E-18
1.276275409,5.37E-16,6.37E-18
1.276381481,5.36E-16,6.43E-18
1.276487553,5.35E-16,6.47E-18
1.276593625,5.34E-16,6.48E-18
1.276699697,5.33E-16,6.50E-18
1.276805769,5.32E-16,6.52E-18
1.276911841,5.31E-16,6.56E-18
1.277017913,5.30E-16,6.61E-18
1.277123985,5.30E-16,6.66E-18
1.277230057,5.31E-16,6.70E-18
1.277336129,5.32E-16,6.71E-18
1.277442201,5.33E-16,6.71E-18
1.277548274,5.35E-16,6.69E-18
1.277654346,5.36E-16,6.69E-18
1.277760418,5.38E-16,6.70E-18
1.27786649,5.39E-16,6.75E-18
1.277972562,5.39E-16,6.82E-18
1.278078634,5.40E-16,6.90E-18
1.278184706,5.40E-16,6.96E-18
1.278290778,5.41E-16,6.97E-18
1.27839685,5.41E-16,6.90E-18
1.278502922,5.41E-16,6.75E-18
1.278608994,5.42E-16,6.54E-18
1.278715066,5.43E-16,6.29E-18
1.278821138,5.43E-16,6.04E-18
1.27892721,5.44E-16,5.82E-18
1.279033282,5.45E-16,5.65E-18
1.279139355,5.46E-16,5.53E-18
1.279245427,5.46E-16,5.48E-18
1.279351499,5.46E-16,5.46E-18
1.279457571,5.44E-16,5.49E-18
1.279563643,5.43E-16,5.55E-18
1.279669715,5.40E-16,5.63E-18
1.279775787,5.37E-16,5.73E-18
1.279881859,5.34E-16,5.86E-18
1.279987931,5.31E-16,5.99E-18
1.280094003,5.29E-16,6.11E-18
1.280200075,5.27E-16,6.21E-18
1.280306147,5.26E-16,6.28E-18
1.280412219,5.26E-16,6.31E-18
1.280518291,5.26E-16,6.29E-18
1.280624363,5.28E-16,6.23E-18
1.280730436,5.31E-16,6.13E-18
1.280836508,5.35E-16,6.00E-18
1.28094258,5.38E-16,5.85E-18
1.281048652,5.43E-16,5.70E-18
1.281154724,5.47E-16,5.58E-18
1.281260796,5.51E-16,5.51E-18
1.281366868,5.54E-16,5.50E-18
1.28147294,5.58E-16,5.55E-18
1.281579012,5.60E-16,5.64E-18
1.281685084,5.62E-16,5.76E-18
1.281791156,5.63E-16,5.90E-18
1.281897228,5.64E-16,6.02E-18
1.2820033,5.63E-16,6.12E-18
1.282109372,5.62E-16,6.18E-18
1.282215445,5.60E-16,6.21E-18
1.282321517,5.57E-16,6.19E-18
1.282427589,5.54E-16,6.13E-18
1.282533661,5.50E-16,6.04E-18
1.282639733,5.47E-16,5.92E-18
1.282745805,5.43E-16,5.79E-18
1.282851877,5.39E-16,5.68E-18
1.282957949,5.36E-16,5.60E-18
1.283064021,5.33E-16,5.55E-18
1.283170093,5.30E-16,5.53E-18
1.283276165,5.27E-16,5.55E-18
1.283382237,5.26E-16,5.59E-18
1.283488309,5.24E-16,5.62E-18
1.283594381,5.23E-16,5.65E-18
1.283700453,5.23E-16,5.66E-18
1.283806526,5.24E-16,5.65E-18
1.283912598,5.25E-16,5.63E-18
1.28401867,5.26E-16,5.61E-18
1.284124742,5.28E-16,5.59E-18
1.284230814,5.30E-16,5.58E-18
1.284336886,5.32E-16,5.57E-18
1.284442958,5.34E-16,5.55E-18
1.28454903,5.36E-16,5.52E-18
1.284655102,5.38E-16,5.47E-18
1.284761174,5.39E-16,5.41E-18
1.284867246,5.40E-16,5.35E-18
1.284973318,5.40E-16,5.28E-18
1.28507939,5.40E-16,5.23E-18
1.285185462,5.40E-16,5.19E-18
1.285291534,5.39E-16,5.15E-18
1.285397607,5.38E-16,5.13E-18
1.285503679,5.37E-16,5.11E-18
1.285609751,5.35E-16,5.09E-18
1.285715823,5.33E-16,5.09E-18
1.285821895,5.32E-16,5.11E-18
1.285927967,5.30E-16,5.18E-18
1.286034039,5.29E-16,5.28E-18
1.286140111,5.29E-16,5.42E-18
1.286246183,5.30E-16,5.56E-18
1.286352255,5.32E-16,5.69E-18
1.286458327,5.34E-16,5.78E-18
1.286564399,5.38E-16,5.82E-18
1.286670471,5.41E-16,5.81E-18
1.286776543,5.45E-16,5.77E-18
1.286882616,5.48E-16,5.71E-18
1.286988688,5.50E-16,5.65E-18
1.28709476,5.52E-16,5.62E-18
1.287200832,5.53E-16,5.60E-18
1.287306904,5.53E-16,5.62E-18
1.287412976,5.51E-16,5.66E-18
1.287519048,5.49E-16,5.72E-18
1.28762512,5.46E-16,5.78E-18
1.287731192,5.43E-16,5.84E-18
1.287837264,5.40E-16,5.88E-18
1.287943336,5.36E-16,5.87E-18
1.288049408,5.34E-16,5.83E-18
1.28815548,5.31E-16,5.73E-18
1.288261552,5.29E-16,5.61E-18
1.288367624,5.28E-16,5.46E-18
1.288473697,5.27E-16,5.32E-18
1.288579769,5.26E-16,5.21E-18
1.288685841,5.26E-16,5.12E-18
1.288791913,5.27E-16,5.08E-18
1.288897985,5.27E-16,5.09E-18
1.289004057,5.29E-16,5.13E-18
1.289110129,5.31E-16,5.22E-18
1.289216201,5.34E-16,5.34E-18
1.289322273,5.36E-16,5.48E-18
1.289428345,5.40E-16,5.63E-18
1.289534417,5.43E-16,5.76E-18
1.289640489,5.46E-16,5.89E-18
1.289746561,5.49E-16,6.01E-18
1.289852633,5.51E-16,6.15E-18
1.289958705,5.53E-16,6.32E-18
1.290064778,5.55E-16,6.52E-18
1.29017085,5.55E-16,6.73E-18
1.290276922,5.55E-16,6.94E-18
1.290382994,5.55E-16,7.09E-18
1.290489066,5.55E-16,7.14E-18
1.290595138,5.54E-16,7.09E-18
1.29070121,5.54E-16,6.93E-18
1.290807282,5.53E-16,6.67E-18
1.290913354,5.53E-16,6.36E-18
1.291019426,5.52E-16,6.04E-18
1.291125498,5.52E-16,5.77E-18
1.29123157,5.51E-16,5.60E-18
1.291337642,5.50E-16,5.56E-18
1.291443714,5.49E-16,5.64E-18
1.291549787,5.48E-16,5.83E-18
1.291655859,5.47E-16,6.06E-18
1.291761931,5.46E-16,6.31E-18
1.291868003,5.44E-16,6.50E-18
1.291974075,5.43E-16,6.62E-18
1.292080147,5.42E-16,6.65E-18
1.292186219,5.42E-16,6.60E-18
1.292292291,5.42E-16,6.49E-18
1.292398363,5.42E-16,6.34E-18
1.292504435,5.42E-16,6.18E-18
1.292610507,5.43E-16,6.03E-18
1.292716579,5.43E-16,5.90E-18
1.292822651,5.44E-16,5.78E-18
1.292928723,5.45E-16,5.66E-18
1.293034795,5.46E-16,5.55E-18
1.293140868,5.48E-16,5.44E-18
1.29324694,5.49E-16,5.35E-18
1.293353012,5.50E-16,5.30E-18
1.293459084,5.52E-16,5.29E-18
1.293565156,5.53E-16,5.34E-18
1.293671228,5.55E-16,5.42E-18
1.2937773,5.56E-16,5.52E-18
1.293883372,5.58E-16,5.61E-18
1.293989444,5.60E-16,5.68E-18
1.294095516,5.62E-16,5.72E-18
1.294201588,5.64E-16,5.72E-18
1.29430766,5.66E-16,5.69E-18
1.294413732,5.69E-16,5.64E-18
1.294519804,5.70E-16,5.57E-18
1.294625876,5.72E-16,5.50E-18
1.294731949,5.73E-16,5.42E-18
1.294838021,5.74E-16,5.35E-18
1.294944093,5.74E-16,5.26E-18
1.295050165,5.74E-16,5.18E-18
1.295156237,5.72E-16,5.11E-18
1.295262309,5.70E-16,5.05E-18
1.295368381,5.67E-16,5.03E-18
1.295474453,5.63E-16,5.03E-18
1.295580525,5.59E-16,5.07E-18
1.295686597,5.54E-16,5.13E-18
1.295792669,5.49E-16,5.20E-18
1.295898741,5.45E-16,5.28E-18
1.296004813,5.41E-16,5.36E-18
1.296110885,5.37E-16,5.44E-18
1.296216958,5.35E-16,5.51E-18
1.29632303,5.33E-16,5.58E-18
1.296429102,5.32E-16,5.65E-18
1.296535174,5.32E-16,5.73E-18
1.296641246,5.32E-16,5.81E-18
1.296747318,5.33E-16,5.89E-18
1.29685339,5.35E-16,5.96E-18
1.296959462,5.36E-16,6.02E-18
1.297065534,5.38E-16,6.06E-18
1.297171606,5.39E-16,6.07E-18
1.297277678,5.41E-16,6.04E-18
1.29738375,5.42E-16,5.96E-18
1.297489822,5.42E-16,5.84E-18
1.297595894,5.42E-16,5.70E-18
1.297701966,5.42E-16,5.56E-18
1.297808039,5.42E-16,5.45E-18
1.297914111,5.42E-16,5.39E-18
1.298020183,5.42E-16,5.38E-18
