wave,flux,error
1.538760656,4.35E-16,3.97E-18
1.538920712,4.38E-16,4.09E-18
1.539080769,4.39E-16,4.28E-18
1.539240825,4.39E-16,4.52E-18
1.539400882,4.37E-16,4.77E-18
1.539560938,4.35E-16,4.96E-18
1.539720995,4.31E-16,5.07E-18
1.539881051,4.27E-16,5.08E-18
1.540041108,4.23E-16,4.98E-18
1.540201164,4.19E-16,4.81E-18
1.54036122,4.15E-16,4.62E-18
1.540521277,4.13E-16,4.46E-18
1.540681333,4.12E-16,4.34E-18
1.54084139,4.12E-16,4.27E-18
1.541001446,4.12E-16,4.21E-18
1.541161503,4.14E-16,4.15E-18
1.541321559,4.15E-16,4.09E-18
1.541481615,4.17E-16,4.03E-18
1.541641672,4.18E-16,4.00E-18
1.541801728,4.19E-16,4.00E-18
1.541961785,4.19E-16,4.05E-18
1.542121841,4.18E-16,4.16E-18
1.542281898,4.17E-16,4.31E-18
1.542441954,4.15E-16,4.52E-18
1.542602011,4.14E-16,4.79E-18
1.542762067,4.13E-16,5.10E-18
1.542922123,4.12E-16,5.43E-18
1.54308218,4.11E-16,5.73E-18
1.543242236,4.11E-16,5.93E-18
1.543402293,4.12E-16,5.98E-18
1.543562349,4.13E-16,5.87E-18
1.543722406,4.15E-16,5.60E-18
1.543882462,4.17E-16,5.25E-18
1.544042518,4.19E-16,4.87E-18
1.544202575,4.22E-16,4.54E-18
1.544362631,4.25E-16,4.33E-18
1.544522688,4.29E-16,4.23E-18
1.544682744,4.32E-16,4.22E-18
1.544842801,4.35E-16,4.25E-18
1.545002857,4.38E-16,4.27E-18
1.545162913,4.41E-16,4.26E-18
1.54532297,4.43E-16,4.22E-18
1.545483026,4.45E-16,4.16E-18
1.545643083,4.46E-16,4.08E-18
1.545803139,4.47E-16,4.01E-18
1.545963196,4.46E-16,3.96E-18
1.546123252,4.46E-16,3.94E-18
1.546283309,4.44E-16,3.94E-18
1.546443365,4.41E-16,3.95E-18
1.546603421,4.38E-16,3.98E-18
1.546763478,4.34E-16,4.02E-18
1.546923534,4.30E-16,4.06E-18
1.547083591,4.26E-16,4.09E-18
1.547243647,4.23E-16,4.10E-18
1.547403704,4.20E-16,4.10E-18
1.54756376,4.19E-16,4.07E-18
1.547723816,4.18E-16,4.03E-18
1.547883873,4.18E-16,3.97E-18
1.548043929,4.19E-16,3.91E-18
1.548203986,4.21E-16,3.84E-18
1.548364042,4.23E-16,3.78E-18
1.548524099,4.24E-16,3.73E-18
1.548684155,4.26E-16,3.69E-18
1.548844212,4.28E-16,3.67E-18
1.549004268,4.30E-16,3.67E-18
1.549164324,4.31E-16,3.70E-18
1.549324381,4.33E-16,3.77E-18
1.549484437,4.34E-16,3.87E-18
1.549644494,4.35E-16,3.98E-18
1.54980455,4.35E-16,4.09E-18
1.549964607,4.34E-16,4.17E-18
1.550124663,4.33E-16,4.21E-18
1.550284719,4.31E-16,4.21E-18
1.550444776,4.29E-16,4.20E-18
1.550604832,4.28E-16,4.18E-18
1.550764889,4.27E-16,4.19E-18
1.550924945,4.27E-16,4.21E-18
1.551085002,4.29E-16,4.24E-18
1.551245058,4.32E-16,4.27E-18
1.551405114,4.35E-16,4.27E-18
1.551565171,4.39E-16,4.24E-18
1.551725227,4.44E-16,4.20E-18
1.551885284,4.47E-16,4.15E-18
1.55204534,4.51E-16,4.10E-18
1.552205397,4.54E-16,4.04E-18
1.552365453,4.56E-16,3.98E-18
1.55252551,4.57E-16,3.90E-18
1.552685566,4.57E-16,3.82E-18
1.552845622,4.57E-16,3.75E-18
1.553005679,4.57E-16,3.71E-18
1.553165735,4.57E-16,3.72E-18
1.553325792,4.57E-16,3.80E-18
1.553485848,4.57E-16,3.94E-18
1.553645905,4.58E-16,4.12E-18
1.553805961,4.58E-16,4.32E-18
1.553966017,4.59E-16,4.50E-18
1.554126074,4.59E-16,4.63E-18
1.55428613,4.59E-16,4.70E-18
1.554446187,4.59E-16,4.71E-18
1.554606243,4.59E-16,4.65E-18
1.5547663,4.58E-16,4.54E-18
1.554926356,4.56E-16,4.40E-18
1.555086413,4.55E-16,4.25E-18
1.555246469,4.52E-16,4.10E-18
1.555406525,4.50E-16,3.99E-18
1.555566582,4.47E-16,3.91E-18
1.555726638,4.45E-16,3.87E-18
1.555886695,4.43E-16,3.84E-18
1.556046751,4.41E-16,3.82E-18
1.556206808,4.40E-16,3.80E-18
1.556366864,4.39E-16,3.77E-18
1.55652692,4.39E-16,3.74E-18
1.556686977,4.38E-16,3.69E-18
1.556847033,4.37E-16,3.64E-18
1.55700709,4.36E-16,3.58E-18
1.557167146,4.34E-16,3.53E-18
1.557327203,4.33E-16,3.46E-18
1.557487259,4.31E-16,3.40E-18
1.557647316,4.29E-16,3.33E-18
1.557807372,4.28E-16,3.26E-18
1.557967428,4.27E-16,3.20E-18
1.558127485,4.27E-16,3.16E-18
1.558287541,4.28E-16,3.14E-18
1.558447598,4.29E-16,3.15E-18
1.558607654,4.32E-16,3.20E-18
1.558767711,4.34E-16,3.30E-18
1.558927767,4.37E-16,3.46E-18
1.559087823,4.39E-16,3.67E-18
1.55924788,4.42E-16,3.92E-18
1.559407936,4.43E-16,4.19E-18
1.559567993,4.45E-16,4.45E-18
1.559728049,4.45E-16,4.65E-18
1.559888106,4.45E-16,4.77E-18
1.560048162,4.44E-16,4.79E-18
1.560208218,4.44E-16,4.72E-18
1.560368275,4.43E-16,4.59E-18
1.560528331,4.42E-16,4.43E-18
1.560688388,4.42E-16,4.28E-18
1.560848444,4.42E-16,4.14E-18
1.561008501,4.42E-16,4.03E-18
1.561168557,4.43E-16,3.95E-18
1.561328614,4.44E-16,3.87E-18
1.56148867,4.45E-16,3.82E-18
1.561648726,4.46E-16,3.78E-18
1.561808783,4.47E-16,3.78E-18
1.561968839,4.48E-16,3.81E-18
1.562128896,4.48E-16,3.89E-18
1.562288952,4.48E-16,4.01E-18
1.562449009,4.49E-16,4.14E-18
1.562609065,4.49E-16,4.28E-18
1.562769121,4.50E-16,4.38E-18
1.562929178,4.51E-16,4.44E-18
1.563089234,4.53E-16,4.44E-18
1.563249291,4.55E-16,4.37E-18
1.563409347,4.57E-16,4.24E-18
1.563569404,4.58E-16,4.08E-18
1.56372946,4.60E-16,3.92E-18
1.563889517,4.61E-16,3.78E-18
1.564049573,4.61E-16,3.71E-18
1.564209629,4.61E-16,3.73E-18
1.564369686,4.60E-16,3.81E-18
1.564529742,4.59E-16,3.95E-18
1.564689799,4.58E-16,4.14E-18
1.564849855,4.56E-16,4.37E-18
1.565009912,4.55E-16,4.65E-18
1.565169968,4.55E-16,4.95E-18
1.565330024,4.54E-16,5.24E-18
1.565490081,4.55E-16,5.47E-18
1.565650137,4.56E-16,5.60E-18
1.565810194,4.57E-16,5.61E-18
1.56597025,4.60E-16,5.52E-18
1.566130307,4.62E-16,5.36E-18
1.566290363,4.65E-16,5.18E-18
1.566450419,4.68E-16,5.02E-18
1.566610476,4.71E-16,4.86E-18
1.566770532,4.74E-16,4.70E-18
1.566930589,4.76E-16,4.51E-18
1.567090645,4.78E-16,4.31E-18
1.567250702,4.79E-16,4.10E-18
1.567410758,4.79E-16,3.91E-18
1.567570815,4.78E-16,3.76E-18
1.567730871,4.78E-16,3.67E-18
1.567890927,4.77E-16,3.62E-18
1.568050984,4.75E-16,3.60E-18
1.56821104,4.74E-16,3.60E-18
1.568371097,4.72E-16,3.60E-18
1.568531153,4.70E-16,3.59E-18
1.56869121,4.67E-16,3.56E-18
1.568851266,4.65E-16,3.52E-18
1.569011322,4.63E-16,3.46E-18
1.569171379,4.62E-16,3.40E-18
1.569331435,4.61E-16,3.36E-18
1.569491492,4.61E-16,3.36E-18
1.569651548,4.62E-16,3.41E-18
1.569811605,4.64E-16,3.51E-18
1.569971661,4.66E-16,3.62E-18
1.570131718,4.68E-16,3.73E-18
1.570291774,4.70E-16,3.81E-18
1.57045183,4.72E-16,3.85E-18
1.570611887,4.74E-16,3.86E-18
1.570771943,4.75E-16,3.85E-18
1.570932,4.76E-16,3.83E-18
1.571092056,4.76E-16,3.82E-18
1.571252113,4.75E-16,3.80E-18
1.571412169,4.75E-16,3.79E-18
1.571572225,4.74E-16,3.78E-18
1.571732282,4.73E-16,3.79E-18
1.571892338,4.73E-16,3.82E-18
1.572052395,4.72E-16,3.88E-18
1.572212451,4.72E-16,3.99E-18
1.572372508,4.72E-16,4.12E-18
1.572532564,4.73E-16,4.26E-18
1.57269262,4.74E-16,4.36E-18
1.572852677,4.75E-16,4.42E-18
1.573012733,4.76E-16,4.41E-18
1.57317279,4.77E-16,4.34E-18
1.573332846,4.79E-16,4.23E-18
1.573492903,4.80E-16,4.10E-18
1.573652959,4.82E-16,3.97E-18
1.573813016,4.84E-16,3.86E-18
1.573973072,4.86E-16,3.79E-18
1.574133128,4.88E-16,3.75E-18
1.574293185,4.90E-16,3.73E-18
1.574453241,4.93E-16,3.72E-18
1.574613298,4.95E-16,3.70E-18
1.574773354,4.97E-16,3.65E-18
1.574933411,4.99E-16,3.59E-18
1.575093467,5.00E-16,3.54E-18
1.575253523,5.00E-16,3.51E-18
1.57541358,5.00E-16,3.53E-18
1.575573636,5.00E-16,3.60E-18
1.575733693,4.99E-16,3.70E-18
1.575893749,4.98E-16,3.81E-18
1.576053806,4.97E-16,3.89E-18
1.576213862,4.96E-16,3.95E-18
1.576373919,4.95E-16,3.97E-18
1.576533975,4.95E-16,3.97E-18
1.576694031,4.95E-16,3.98E-18
1.576854088,4.95E-16,3.99E-18
1.577014144,4.95E-16,4.01E-18
1.577174201,4.95E-16,4.04E-18
1.577334257,4.95E-16,4.06E-18
1.577494314,4.94E-16,4.09E-18
1.57765437,4.94E-16,4.11E-18
1.577814426,4.93E-16,4.13E-18
1.577974483,4.93E-16,4.15E-18
1.578134539,4.92E-16,4.14E-18
1.578294596,4.92E-16,4.11E-18
1.578454652,4.93E-16,4.04E-18
1.578614709,4.94E-16,3.94E-18
1.578774765,4.95E-16,3.83E-18
1.578934821,4.96E-16,3.73E-18
1.579094878,4.97E-16,3.67E-18
1.579254934,4.97E-16,3.68E-18
1.579414991,4.97E-16,3.77E-18
1.579575047,4.96E-16,3.93E-18
1.579735104,4.96E-16,4.16E-18
1.57989516,4.95E-16,4.42E-18
1.580055217,4.94E-16,4.69E-18
1.580215273,4.94E-16,4.91E-18
1.580375329,4.94E-16,5.05E-18
1.580535386,4.96E-16,5.08E-18
1.580695442,4.97E-16,4.99E-18
1.580855499,4.99E-16,4.81E-18
1.581015555,5.02E-16,4.59E-18
1.581175612,5.04E-16,4.40E-18
1.581335668,5.05E-16,4.29E-18
1.581495724,5.07E-16,4.27E-18
1.581655781,5.07E-16,4.32E-18
1.581815837,5.08E-16,4.41E-18
1.581975894,5.08E-16,4.50E-18
1.58213595,5.07E-16,4.60E-18
1.582296007,5.05E-16,4.72E-18
1.582456063,5.02E-16,4.92E-18
1.58261612,4.98E-16,5.22E-18
1.582776176,4.93E-16,5.62E-18
1.582936232,4.88E-16,6.03E-18
1.583096289,4.82E-16,6.39E-18
1.583256345,4.77E-16,6.60E-18
1.583416402,4.72E-16,6.62E-18
1.583576458,4.69E-16,6.44E-18
1.583736515,4.67E-16,6.10E-18
1.583896571,4.67E-16,5.68E-18
1.584056627,4.68E-16,5.28E-18
1.584216684,4.69E-16,4.98E-18
1.58437674,4.71E-16,4.82E-18
1.584536797,4.74E-16,4.77E-18
1.584696853,4.76E-16,4.77E-18
1.58485691,4.79E-16,4.77E-18
1.585016966,4.81E-16,4.70E-18
1.585177023,4.83E-16,4.57E-18
1.585337079,4.86E-16,4.39E-18
1.585497135,4.89E-16,4.22E-18
1.585657192,4.92E-16,4.10E-18
1.585817248,4.95E-16,4.07E-18
1.585977305,4.98E-16,4.15E-18
1.586137361,5.01E-16,4.31E-18
1.586297418,5.03E-16,4.52E-18
1.586457474,5.05E-16,4.73E-18
1.58661753,5.06E-16,4.88E-18
1.586777587,5.06E-16,4.92E-18
1.586937643,5.06E-16,4.85E-18
1.5870977,5.05E-16,4.66E-18
1.587257756,5.03E-16,4.38E-18
1.587417813,5.01E-16,4.07E-18
1.587577869,4.99E-16,3.78E-18
1.587737925,4.97E-16,3.54E-18
1.587897982,4.96E-16,3.39E-18
1.588058038,4.96E-16,3.31E-18
1.588218095,4.97E-16,3.28E-18
1.588378151,4.98E-16,3.27E-18
1.588538208,5.00E-16,3.28E-18
1.588698264,5.02E-16,3.28E-18
1.588858321,5.04E-16,3.27E-18
1.589018377,5.05E-16,3.27E-18
1.589178433,5.05E-16,3.28E-18
1.58933849,5.04E-16,3.31E-18
1.589498546,5.02E-16,3.37E-18
1.589658603,5.00E-16,3.46E-18
1.589818659,4.98E-16,3.54E-18
1.589978716,4.97E-16,3.61E-18
1.590138772,4.96E-16,3.64E-18
1.590298828,4.95E-16,3.63E-18
1.590458885,4.96E-16,3.60E-18
1.590618941,4.96E-16,3.56E-18
1.590778998,4.97E-16,3.53E-18
1.590939054,4.97E-16,3.52E-18
1.591099111,4.97E-16,3.55E-18
1.591259167,4.96E-16,3.59E-18
1.591419224,4.95E-16,3.65E-18
1.59157928,4.93E-16,3.70E-18
1.591739336,4.92E-16,3.76E-18
1.591899393,4.90E-16,3.83E-18
1.592059449,4.90E-16,3.95E-18
1.592219506,4.89E-16,4.14E-18
1.592379562,4.90E-16,4.40E-18
1.592539619,4.92E-16,4.70E-18
1.592699675,4.94E-16,5.00E-18
1.592859731,4.97E-16,5.21E-18
1.593019788,4.99E-16,5.30E-18
1.593179844,5.02E-16,5.23E-18
1.593339901,5.05E-16,5.01E-18
1.593499957,5.07E-16,4.71E-18
1.593660014,5.08E-16,4.37E-18
1.59382007,5.09E-16,4.05E-18
1.593980126,5.10E-16,3.81E-18
1.594140183,5.09E-16,3.65E-18
1.594300239,5.09E-16,3.57E-18
1.594460296,5.08E-16,3.54E-18
1.594620352,5.08E-16,3.53E-18
1.594780409,5.08E-16,3.55E-18
1.594940465,5.09E-16,3.57E-18
1.595100522,5.10E-16,3.61E-18
1.595260578,5.12E-16,3.66E-18
1.595420634,5.15E-16,3.72E-18
1.595580691,5.18E-16,3.79E-18
1.595740747,5.20E-16,3.86E-18
1.595900804,5.22E-16,3.92E-18
1.59606086,5.24E-16,3.97E-18
1.596220917,5.24E-16,4.02E-18
1.596380973,5.24E-16,4.08E-18
1.596541029,5.23E-16,4.16E-18
1.596701086,5.21E-16,4.27E-18
1.596861142,5.19E-16,4.39E-18
1.597021199,5.16E-16,4.48E-18
1.597181255,5.14E-16,4.53E-18
1.597341312,5.12E-16,4.49E-18
1.597501368,5.10E-16,4.35E-18
1.597661425,5.09E-16,4.15E-18
1.597821481,5.08E-16,3.91E-18
1.597981537,5.07E-16,3.68E-18
1.598141594,5.07E-16,3.51E-18
1.59830165,5.07E-16,3.41E-18
1.598461707,5.07E-16,3.38E-18
1.598621763,5.08E-16,3.39E-18
1.59878182,5.08E-16,3.43E-18
1.598941876,5.10E-16,3.46E-18
1.599101932,5.11E-16,3.47E-18
1.599261989,5.13E-16,3.47E-18
1.599422045,5.16E-16,3.45E-18
1.599582102,5.19E-16,3.43E-18
1.599742158,5.22E-16,3.40E-18
1.599902215,5.26E-16,3.38E-18
1.600062271,5.30E-16,3.38E-18
1.600222327,5.33E-16,3.41E-18
1.600382384,5.36E-16,3.46E-18
1.60054244,5.38E-16,3.52E-18
1.600702497,5.40E-16,3.59E-18
1.600862553,5.40E-16,3.64E-18
1.60102261,5.39E-16,3.66E-18
1.601182666,5.38E-16,3.66E-18
1.601342723,5.35E-16,3.63E-18
1.601502779,5.33E-16,3.60E-18
1.601662835,5.30E-16,3.60E-18
1.601822892,5.27E-16,3.67E-18
1.601982948,5.25E-16,3.84E-18
1.602143005,5.24E-16,4.16E-18
1.602303061,5.23E-16,4.64E-18
1.602463118,5.23E-16,5.25E-18
1.602623174,5.23E-16,5.90E-18
1.60278323,5.24E-16,6.51E-18
1.602943287,5.26E-16,6.95E-18
1.603103343,5.28E-16,7.17E-18
1.6032634,5.30E-16,7.12E-18
1.603423456,5.32E-16,6.82E-18
1.603583513,5.34E-16,6.32E-18
1.603743569,5.34E-16,5.73E-18
1.603903626,5.34E-16,5.13E-18
1.604063682,5.33E-16,4.61E-18
1.604223738,5.32E-16,4.23E-18
1.604383795,5.29E-16,3.98E-18
1.604543851,5.27E-16,3.83E-18
1.604703908,5.24E-16,3.75E-18
1.604863964,5.22E-16,3.70E-18
1.605024021,5.21E-16,3.64E-18
1.605184077,5.19E-16,3.58E-18
1.605344133,5.19E-16,3.51E-18
1.60550419,5.18E-16,3.44E-18
1.605664246,5.19E-16,3.38E-18
1.605824303,5.20E-16,3.35E-18
1.605984359,5.21E-16,3.32E-18
1.606144416,5.22E-16,3.31E-18
1.606304472,5.24E-16,3.29E-18
1.606464529,5.26E-16,3.29E-18
1.606624585,5.28E-16,3.31E-18
1.606784641,5.30E-16,3.36E-18
1.606944698,5.32E-16,3.44E-18
1.607104754,5.34E-16,3.56E-18
1.607264811,5.37E-16,3.71E-18
1.607424867,5.39E-16,3.88E-18
1.607584924,5.42E-16,4.05E-18
1.60774498,5.45E-16,4.18E-18
1.607905036,5.47E-16,4.25E-18
1.608065093,5.49E-16,4.25E-18
1.608225149,5.50E-16,4.17E-18
1.608385206,5.51E-16,4.03E-18
1.608545262,5.51E-16,3.85E-18
1.608705319,5.50E-16,3.68E-18
1.608865375,5.50E-16,3.55E-18
1.609025431,5.49E-16,3.45E-18
1.609185488,5.48E-16,3.40E-18
1.609345544,5.46E-16,3.37E-18
1.609505601,5.45E-16,3.36E-18
1.609665657,5.43E-16,3.35E-18
1.609825714,5.41E-16,3.34E-18
1.60998577,5.39E-16,3.33E-18
1.610145827,5.36E-16,3.32E-18
1.610305883,5.33E-16,3.31E-18
1.610465939,5.30E-16,3.30E-18
1.610625996,5.26E-16,3.30E-18
1.610786052,5.22E-16,3.30E-18
1.610946109,5.19E-16,3.30E-18
1.611106165,5.16E-16,3.30E-18
1.611266222,5.13E-16,3.30E-18
1.611426278,5.12E-16,3.33E-18
1.611586334,5.12E-16,3.39E-18
1.611746391,5.12E-16,3.53E-18
1.611906447,5.13E-16,3.79E-18
1.612066504,5.14E-16,4.18E-18
1.61222656,5.16E-16,4.67E-18
1.612386617,5.17E-16,5.22E-18
1.612546673,5.19E-16,5.74E-18
1.61270673,5.20E-16,6.13E-18
1.612866786,5.21E-16,6.33E-18
1.613026842,5.23E-16,6.31E-18
1.613186899,5.24E-16,6.08E-18
1.613346955,5.26E-16,5.68E-18
1.613507012,5.28E-16,5.21E-18
1.613667068,5.30E-16,4.74E-18
1.613827125,5.32E-16,4.34E-18
1.613987181,5.34E-16,4.05E-18
1.614147237,5.35E-16,3.85E-18
1.614307294,5.35E-16,3.71E-18
1.61446735,5.35E-16,3.60E-18
1.614627407,5.34E-16,3.49E-18
1.614787463,5.33E-16,3.39E-18
1.61494752,5.33E-16,3.30E-18
1.615107576,5.32E-16,3.25E-18
1.615267632,5.32E-16,3.23E-18
1.615427689,5.33E-16,3.24E-18
1.615587745,5.34E-16,3.28E-18
1.615747802,5.35E-16,3.33E-18
1.615907858,5.37E-16,3.37E-18
1.616067915,5.39E-16,3.39E-18
1.616227971,5.41E-16,3.37E-18
1.616388028,5.42E-16,3.33E-18
1.616548084,5.44E-16,3.26E-18
1.61670814,5.45E-16,3.20E-18
1.616868197,5.47E-16,3.15E-18
1.617028253,5.48E-16,3.14E-18
1.61718831,5.50E-16,3.17E-18
1.617348366,5.52E-16,3.25E-18
1.617508423,5.53E-16,3.36E-18
1.617668479,5.54E-16,3.47E-18
1.617828535,5.54E-16,3.56E-18
1.617988592,5.53E-16,3.61E-18
1.618148648,5.51E-16,3.63E-18
1.618308705,5.48E-16,3.62E-18
1.618468761,5.45E-16,3.60E-18
1.618628818,5.43E-16,3.59E-18
1.618788874,5.40E-16,3.63E-18
1.618948931,5.38E-16,3.70E-18
1.619108987,5.36E-16,3.80E-18
1.619269043,5.35E-16,3.89E-18
1.6194291,5.35E-16,3.95E-18
1.619589156,5.36E-16,3.94E-18
1.619749213,5.37E-16,3.87E-18
1.619909269,5.38E-16,3.76E-18
1.620069326,5.39E-16,3.62E-18
1.620229382,5.40E-16,3.49E-18
1.620389438,5.41E-16,3.37E-18
1.620549495,5.41E-16,3.29E-18
1.620709551,5.40E-16,3.23E-18
1.620869608,5.40E-16,3.20E-18
1.621029664,5.40E-16,3.20E-18
1.621189721,5.41E-16,3.24E-18
1.621349777,5.42E-16,3.29E-18
1.621509833,5.43E-16,3.36E-18
1.62166989,5.45E-16,3.44E-18
1.621829946,5.47E-16,3.50E-18
1.621990003,5.49E-16,3.55E-18
1.622150059,5.51E-16,3.59E-18
1.622310116,5.52E-16,3.64E-18
1.622470172,5.52E-16,3.72E-18
1.622630229,5.52E-16,3.85E-18
1.622790285,5.53E-16,4.04E-18
1.622950341,5.53E-16,4.29E-18
1.623110398,5.53E-16,4.55E-18
1.623270454,5.53E-16,4.78E-18
1.623430511,5.53E-16,4.93E-18
1.623590567,5.53E-16,4.97E-18
1.623750624,5.54E-16,4.90E-18
1.62391068,5.53E-16,4.74E-18
1.624070736,5.53E-16,4.52E-18
1.624230793,5.52E-16,4.28E-18
1.624390849,5.50E-16,4.08E-18
1.624550906,5.47E-16,3.91E-18
1.624710962,5.44E-16,3.79E-18
1.624871019,5.40E-16,3.69E-18
1.625031075,5.36E-16,3.60E-18
1.625191132,5.32E-16,3.49E-18
1.625351188,5.29E-16,3.38E-18
1.625511244,5.26E-16,3.28E-18
1.625671301,5.24E-16,3.19E-18
1.625831357,5.23E-16,3.13E-18
1.625991414,5.23E-16,3.10E-18
1.62615147,5.24E-16,3.10E-18
1.626311527,5.26E-16,3.12E-18
1.626471583,5.29E-16,3.15E-18
1.626631639,5.33E-16,3.20E-18
1.626791696,5.36E-16,3.24E-18
1.626951752,5.40E-16,3.28E-18
1.627111809,5.43E-16,3.29E-18
1.627271865,5.46E-16,3.28E-18
1.627431922,5.49E-16,3.25E-18
1.627591978,5.51E-16,3.21E-18
1.627752034,5.52E-16,3.16E-18
1.627912091,5.53E-16,3.13E-18
1.628072147,5.53E-16,3.13E-18
1.628232204,5.53E-16,3.14E-18
1.62839226,5.53E-16,3.16E-18
1.628552317,5.52E-16,3.18E-18
1.628712373,5.50E-16,3.19E-18
1.62887243,5.49E-16,3.18E-18
1.629032486,5.47E-16,3.15E-18
1.629192542,5.46E-16,3.12E-18
1.629352599,5.45E-16,3.08E-18
1.629512655,5.45E-16,3.06E-18
1.629672712,5.45E-16,3.08E-18
1.629832768,5.44E-16,3.12E-18
1.629992825,5.44E-16,3.19E-18
1.630152881,5.43E-16,3.27E-18
1.630312937,5.42E-16,3.35E-18
1.630472994,5.40E-16,3.42E-18
1.63063305,5.39E-16,3.49E-18
1.630793107,5.39E-16,3.56E-18
1.630953163,5.39E-16,3.63E-18
1.63111322,5.41E-16,3.71E-18
1.631273276,5.44E-16,3.78E-18
1.631433333,5.47E-16,3.83E-18
1.631593389,5.51E-16,3.83E-18
1.631753445,5.55E-16,3.79E-18
1.631913502,5.59E-16,3.74E-18
1.632073558,5.63E-16,3.68E-18
1.632233615,5.66E-16,3.64E-18
1.632393671,5.69E-16,3.63E-18
1.632553728,5.72E-16,3.64E-18
1.632713784,5.74E-16,3.64E-18
1.63287384,5.76E-16,3.62E-18
1.633033897,5.78E-16,3.57E-18
1.633193953,5.80E-16,3.50E-18
1.63335401,5.81E-16,3.42E-18
1.633514066,5.81E-16,3.35E-18
1.633674123,5.81E-16,3.30E-18
1.633834179,5.80E-16,3.29E-18
1.633994236,5.79E-16,3.33E-18
1.634154292,5.77E-16,3.42E-18
1.634314348,5.75E-16,3.57E-18
1.634474405,5.72E-16,3.77E-18
1.634634461,5.70E-16,4.00E-18
1.634794518,5.67E-16,4.22E-18
1.634954574,5.64E-16,4.39E-18
1.635114631,5.62E-16,4.48E-18
1.635274687,5.60E-16,4.47E-18
1.635434743,5.58E-16,4.39E-18
1.6355948,5.57E-16,4.25E-18
1.635754856,5.56E-16,4.09E-18
1.635914913,5.57E-16,3.94E-18
1.636074969,5.58E-16,3.81E-18
1.636235026,5.60E-16,3.70E-18
1.636395082,5.63E-16,3.61E-18
1.636555138,5.67E-16,3.54E-18
1.636715195,5.71E-16,3.49E-18
1.636875251,5.75E-16,3.47E-18
1.637035308,5.78E-16,3.49E-18
1.637195364,5.82E-16,3.53E-18
1.637355421,5.85E-16,3.59E-18
1.637515477,5.87E-16,3.66E-18
1.637675534,5.89E-16,3.72E-18
1.63783559,5.89E-16,3.77E-18
1.637995646,5.89E-16,3.80E-18
1.638155703,5.89E-16,3.82E-18
1.638315759,5.87E-16,3.82E-18
1.638475816,5.86E-16,3.81E-18
1.638635872,5.84E-16,3.77E-18
1.638795929,5.82E-16,3.71E-18
1.638955985,5.80E-16,3.62E-18
1.639116041,5.79E-16,3.52E-18
1.639276098,5.78E-16,3.41E-18
1.639436154,5.78E-16,3.33E-18
1.639596211,5.78E-16,3.27E-18
1.639756267,5.78E-16,3.26E-18
1.639916324,5.78E-16,3.28E-18
1.64007638,5.78E-16,3.32E-18
1.640236437,5.78E-16,3.37E-18
1.640396493,5.77E-16,3.41E-18
1.640556549,5.77E-16,3.46E-18
1.640716606,5.76E-16,3.50E-18
1.640876662,5.76E-16,3.55E-18
1.641036719,5.76E-16,3.62E-18
1.641196775,5.77E-16,3.68E-18
1.641356832,5.78E-16,3.74E-18
1.641516888,5.80E-16,3.78E-18
1.641676944,5.83E-16,3.79E-18
1.641837001,5.86E-16,3.78E-18
1.641997057,5.89E-16,3.73E-18
1.642157114,5.92E-16,3.68E-18
1.64231717,5.94E-16,3.62E-18
1.642477227,5.95E-16,3.56E-18
1.642637283,5.96E-16,3.50E-18
1.642797339,5.96E-16,3.46E-18
1.642957396,5.95E-16,3.42E-18
1.643117452,5.94E-16,3.41E-18
1.643277509,5.93E-16,3.42E-18
1.643437565,5.92E-16,3.49E-18
1.643597622,5.91E-16,3.61E-18
1.643757678,5.91E-16,3.77E-18
1.643917735,5.90E-16,3.95E-18
1.644077791,5.90E-16,4.10E-18
1.644237847,5.91E-16,4.20E-18
1.644397904,5.91E-16,4.22E-18
1.64455796,5.92E-16,4.16E-18
1.644718017,5.93E-16,4.03E-18
1.644878073,5.94E-16,3.86E-18
1.64503813,5.95E-16,3.68E-18
1.645198186,5.96E-16,3.54E-18
1.645358242,5.96E-16,3.44E-18
1.645518299,5.96E-16,3.40E-18
1.645678355,5.95E-16,3.41E-18
1.645838412,5.94E-16,3.44E-18
1.645998468,5.92E-16,3.48E-18
1.646158525,5.91E-16,3.53E-18
1.646318581,5.89E-16,3.57E-18
1.646478638,5.89E-16,3.60E-18
1.646638694,5.88E-16,3.62E-18
1.64679875,5.89E-16,3.64E-18
1.646958807,5.90E-16,3.65E-18
1.647118863,5.91E-16,3.67E-18
1.64727892,5.94E-16,3.71E-18
1.647438976,5.96E-16,3.77E-18
1.647599033,5.99E-16,3.84E-18
1.647759089,6.01E-16,3.89E-18
1.647919145,6.03E-16,3.90E-18
1.648079202,6.04E-16,3.87E-18
1.648239258,6.03E-16,3.78E-18
1.648399315,6.01E-16,3.66E-18
1.648559371,5.98E-16,3.52E-18
1.648719428,5.95E-16,3.40E-18
1.648879484,5.91E-16,3.33E-18
1.64903954,5.87E-16,3.32E-18
1.649199597,5.84E-16,3.39E-18
1.649359653,5.82E-16,3.52E-18
1.64951971,5.81E-16,3.72E-18
1.649679766,5.80E-16,3.94E-18
1.649839823,5.81E-16,4.17E-18
1.649999879,5.82E-16,4.35E-18
1.650159936,5.83E-16,4.45E-18
1.650319992,5.85E-16,4.46E-18
1.650480048,5.86E-16,4.37E-18
