lower bin	upper bin	clr prior value
-21.201085747845372	-21.161761176458857	2.595739282733437e-05
-21.161761176458857	-21.122436605072345	2.595739282733672e-05
-21.122436605072345	-21.08311203368583	0.0
-21.08311203368583	-21.043787462299314	0.0
-21.043787462299314	-21.0044628909128	0.0
-21.0044628909128	-20.965138319526286	5.191478565466874e-05
-20.965138319526286	-20.92581374813977	5.191478565466874e-05
-20.92581374813977	-20.886489176753255	2.595739282733437e-05
-20.886489176753255	-20.847164605366743	2.595739282733672e-05
-20.847164605366743	-20.807840033980227	5.191478565466874e-05
-20.807840033980227	-20.76851546259371	2.595739282733437e-05
-20.76851546259371	-20.7291908912072	2.595739282733672e-05
-20.7291908912072	-20.689866319820684	5.191478565466874e-05
-20.689866319820684	-20.65054174843417	5.191478565466874e-05
-20.65054174843417	-20.611217177047656	0.00010382957130934687
-20.611217177047656	-20.57189260566114	2.595739282733437e-05
-20.57189260566114	-20.532568034274625	5.191478565466874e-05
-20.532568034274625	-20.49324346288811	7.78721784820031e-05
-20.49324346288811	-20.453918891501598	0.0
-20.453918891501598	-20.414594320115082	2.595739282733437e-05
-20.414594320115082	-20.375269748728567	7.78721784820031e-05
-20.375269748728567	-20.335945177342055	0.00010382957130934687
-20.335945177342055	-20.29662060595554	0.00010382957130933748
-20.29662060595554	-20.257296034569023	0.0001557443569640062
-20.257296034569023	-20.21797146318251	0.00012978696413668358
-20.21797146318251	-20.178646891795996	0.00010382957130933748
-20.178646891795996	-20.13932232040948	0.0001557443569640062
-20.13932232040948	-20.099997749022968	0.000181701749791357
-20.099997749022968	-20.060673177636453	0.00010382957130933748
-20.060673177636453	-20.021348606249937	5.191478565466874e-05
-20.021348606249937	-19.98202403486342	0.0001817017497913406
-19.98202403486342	-19.94269946347691	0.00020765914261869375
-19.94269946347691	-19.903374892090394	0.00038936089241001557
-19.903374892090394	-19.86405032070388	0.0003634034995826812
-19.86405032070388	-19.824725749317366	0.000181701749791357
-19.824725749317366	-19.78540117793085	0.0003634034995826812
-19.78540117793085	-19.746076606544335	0.00023361653544600933
-19.746076606544335	-19.706752035157823	0.00023361653544603044
-19.706752035157823	-19.667427463771308	0.0003374461067553468
-19.667427463771308	-19.628102892384792	0.00038936089241001557
-19.628102892384792	-19.58877832099828	0.0004412756780647242
-19.58877832099828	-19.549453749611764	0.00046723307089201866
-19.549453749611764	-19.51012917822525	0.0003114887139280124
-19.51012917822525	-19.470804606838733	0.0002595739282733437
-19.470804606838733	-19.43148003545222	0.0005710626422014077
-19.43148003545222	-19.392155464065706	0.00046723307089201866
-19.392155464065706	-19.35283089267919	0.0004931904637193531
-19.35283089267919	-19.313506321292678	0.0006489348206834179
-19.313506321292678	-19.274181749906163	0.0004931904637193531
-19.274181749906163	-19.234857178519647	0.0005451052493740218
-19.234857178519647	-19.19553260713313	0.0006748922135106936
-19.19553260713313	-19.15620803574662	0.0006748922135107546
-19.15620803574662	-19.116883464360104	0.0008046791776473656
-19.116883464360104	-19.07755889297359	0.0006489348206834179
-19.07755889297359	-19.038234321587076	0.0006229774278560248
-19.038234321587076	-18.99890975020056	0.00046723307089201866
-18.99890975020056	-18.959585178814045	0.0008306365704746999
-18.959585178814045	-18.920260607427533	0.001090210498748142
-18.920260607427533	-18.880936036041017	0.0008046791776473656
-18.880936036041017	-18.841611464654502	0.0009344661417840373
-18.841611464654502	-18.80228689326799	0.001090210498748142
-18.80228689326799	-18.762962321881474	0.0009604235346113716
-18.762962321881474	-18.72363775049496	0.0009344661417840373
-18.72363775049496	-18.684313179108443	0.0009863809274387062
-18.684313179108443	-18.64498860772193	0.0009863809274387953
-18.64498860772193	-18.605664036335416	0.0011161678915753781
-18.605664036335416	-18.5663394649489	0.0011161678915753781
-18.5663394649489	-18.527014893562388	0.0011161678915754788
-18.527014893562388	-18.487690322175872	0.0011680826772300468
-18.487690322175872	-18.448365750789357	0.0010902104987480436
-18.448365750789357	-18.409041179402845	0.0014276566055035193
