lower bin	upper bin	clr prior value
-21.77448558506262	-21.733104127032544	2.5530610773830124e-05
-21.733104127032544	-21.691722669002466	0.0
-21.691722669002466	-21.650341210972393	0.0
-21.650341210972393	-21.608959752942315	0.0
-21.608959752942315	-21.567578294912238	0.0
-21.567578294912238	-21.52619683688216	0.0
-21.52619683688216	-21.484815378852087	0.0
-21.484815378852087	-21.44343392082201	2.5530610773830124e-05
-21.44343392082201	-21.402052462791932	0.0
-21.402052462791932	-21.360671004761855	0.0
-21.360671004761855	-21.31928954673178	0.0
-21.31928954673178	-21.277908088701704	0.0
-21.277908088701704	-21.236526630671626	0.0
-21.236526630671626	-21.19514517264155	0.0
-21.19514517264155	-21.153763714611475	0.0
-21.153763714611475	-21.112382256581398	0.0
-21.112382256581398	-21.07100079855132	0.0
-21.07100079855132	-21.029619340521243	0.0
-21.029619340521243	-20.98823788249117	0.0
-20.98823788249117	-20.946856424461092	0.0
-20.946856424461092	-20.905474966431015	0.0
-20.905474966431015	-20.864093508400938	5.106122154766025e-05
-20.864093508400938	-20.822712050370864	0.0
-20.822712050370864	-20.781330592340787	2.5530610773830124e-05
-20.781330592340787	-20.73994913431071	2.5530610773830124e-05
-20.73994913431071	-20.698567676280632	2.5530610773830124e-05
-20.698567676280632	-20.65718621825056	0.0
-20.65718621825056	-20.61580476022048	2.5530610773830124e-05
-20.61580476022048	-20.574423302190404	0.0
-20.574423302190404	-20.533041844160326	2.5530610773830124e-05
-20.533041844160326	-20.49166038613025	7.659183232149036e-05
-20.49166038613025	-20.450278928100175	2.5530610773832316e-05
-20.450278928100175	-20.408897470070098	2.5530610773830124e-05
-20.408897470070098	-20.36751601204002	5.106122154766025e-05
-20.36751601204002	-20.326134554009943	5.106122154766025e-05
-20.326134554009943	-20.28475309597987	7.659183232149693e-05
-20.28475309597987	-20.243371637949792	5.106122154766025e-05
-20.243371637949792	-20.201990179919715	2.5530610773830124e-05
-20.201990179919715	-20.160608721889638	5.106122154766025e-05
-20.160608721889638	-20.119227263859564	2.5530610773832316e-05
-20.119227263859564	-20.077845805829487	7.659183232149036e-05
-20.077845805829487	-20.03646434779941	2.5530610773830124e-05
-20.03646434779941	-19.995082889769332	0.00017871427541681084
-19.995082889769332	-19.95370143173926	2.5530610773832316e-05
-19.95370143173926	-19.91231997370918	2.5530610773830124e-05
-19.91231997370918	-19.870938515679104	0.00015318366464298072
-19.870938515679104	-19.829557057649026	7.659183232149036e-05
-19.829557057649026	-19.788175599618953	2.5530610773832316e-05
-19.788175599618953	-19.746794141588875	5.106122154766025e-05
-19.746794141588875	-19.705412683558798	0.0001021224430953205
-19.705412683558798	-19.66403122552872	0.0001276530538691506
-19.66403122552872	-19.622649767498643	0.00015318366464298072
-19.622649767498643	-19.58126830946857	0.00010212244309532926
-19.58126830946857	-19.539886851438492	7.659183232149036e-05
-19.539886851438492	-19.498505393408415	0.0001276530538691506
-19.498505393408415	-19.45712393537834	0.00017871427541682618
-19.45712393537834	-19.415742477348264	0.0001021224430953205
-19.415742477348264	-19.374361019318187	0.00017871427541681084
-19.374361019318187	-19.33297956128811	0.00030636732928596144
-19.33297956128811	-19.291598103258032	0.0002297754969644711
-19.291598103258032	-19.250216645227958	0.00010212244309532926
-19.250216645227958	-19.20883518719788	0.0002808367185121314
-19.20883518719788	-19.167453729167804	0.00015318366464298072
-19.167453729167804	-19.126072271137726	0.00030636732928596144
-19.126072271137726	-19.084690813107652	0.00022977549696449084
-19.084690813107652	-19.043309355077575	0.000204244886190641
-19.043309355077575	-19.001927897047498	0.00033189794005979156
-19.001927897047498	-18.96054643901742	0.0002808367185121314
-18.96054643901742	-18.919164980987347	0.00028083671851215545
-18.919164980987347	-18.87778352295727	0.0004340203831551121
-18.87778352295727	-18.836402064927192	0.0002553061077383012
-18.836402064927192	-18.795020606897115	0.0004340203831551121
-18.795020606897115	-18.753639148867038	0.0002297754969644711
-18.753639148867038	-18.712257690836964	0.00043402038315514934
-18.712257690836964	-18.670876232806886	0.00048508160470277234
-18.670876232806886	-18.62949477477681	0.0004340203831551121
-18.62949477477681	-18.588113316746735	0.0005106122154766462
-18.588113316746735	-18.546731858716658	0.00048508160470277234
-18.546731858716658	-18.50535040068658	0.0008680407663102242
-18.50535040068658	-18.463968942656503	0.0005872040477980928
-18.463968942656503	-18.422587484626426	0.0006637958801195831
-18.422587484626426	-18.381206026596352	0.0009191019878579634
-18.381206026596352	-18.339824568566275	0.0008680407663102242
-18.339824568566275	-18.298443110536198	0.0005106122154766024
-18.298443110536198	-18.25706165250612	0.000816979544762564
-18.25706165250612	-18.215680194476047	0.0009446325986317957
-18.215680194476047	-18.17429873644597	0.0006893264908934132
-18.17429873644597	-18.132917278415892	0.0008680407663102242
-18.132917278415892	-18.091535820385815	0.0007148571016672434
-18.091535820385815	-18.05015436235574	0.0012509999279177834
-18.05015436235574	-18.008772904325664	0.0010978162632746952
-18.008772904325664	-17.967391446295586	0.0012254693171438458
-17.967391446295586	-17.92600998826551	0.0014297142033344867
-17.92600998826551	-17.884628530235435	0.001225469317143951
-17.884628530235435	-17.843247072205358	0.0013275917602391663
-17.843247072205358	-17.80186561417528	0.0014297142033344867
-17.80186561417528	-17.760484156145203	0.001480775424882147
-17.760484156145203	-17.71910269811513	0.0013531223710131126
-17.71910269811513	-17.677721240085052	0.0012254693171438458
-17.677721240085052	-17.636339782054975	0.0014041835925606568
-17.636339782054975	-17.594958324024898	0.0013275917602391663
-17.594958324024898	-17.55357686599482	0.0014297142033344867
-17.55357686599482	-17.512195407964747	0.001787142754168262
-17.512195407964747	-17.47081394993467	0.0018126733649419385
-17.47081394993467	-17.429432491904592	0.0018892651972634291
-17.429432491904592	-17.38805103387452	0.0018892651972635913
-17.38805103387452	-17.34666957584444	0.0019658570295849193
-17.34666957584444	-17.305288117814364	0.0018892651972634291
-17.305288117814364	-17.263906659784286	0.0019403264188110894
-17.263906659784286	-17.22252520175421	0.0024509386342876915
-17.22252520175421	-17.181143743724135	0.0021701019157757467
-17.181143743724135	-17.139762285694058	0.002553061077383012
-17.139762285694058	-17.09838082766398	0.003216856957502595
-17.09838082766398	-17.056999369633907	0.0023743468019664054
-17.056999369633907	-17.01561791160383	0.003216856957502595
-17.01561791160383	-16.974236453573752	0.002910489628216634
-16.974236453573752	-16.932854995543675	0.002961550849764294
-16.932854995543675	-16.891473537513598	0.0031913263467287655
-16.891473537513598	-16.850092079483524	0.002629652909704728
-16.850092079483524	-16.808710621453447	0.0030381426820857843
-16.808710621453447	-16.76732916342337	0.003982775280717499
-16.76732916342337	-16.725947705393292	0.0033955712329194064
-16.725947705393292	-16.684566247363215	0.003982775280717499
-16.684566247363215	-16.64318478933314	0.0039827752807178405
-16.64318478933314	-16.601803331303064	0.0041359589453604795
-16.601803331303064	-16.560421873272986	0.003497693676014727
