lower bin	upper bin	clr prior value
-13.815502298376934	-13.796188074176099	0.07108750451082688
-13.796188074176099	-13.776873849975264	0.07626503579347997
-13.776873849975264	-13.757559625774428	0.07372804546497996
-13.757559625774428	-13.738245401573593	0.07403869734193914
-13.738245401573593	-13.718931177372758	0.07274431452127587
-13.718931177372758	-13.69961695317192	0.07082862794668772
-13.69961695317192	-13.680302728971085	0.07088040325952075
-13.680302728971085	-13.66098850477025	0.07398692202911261
-13.66098850477025	-13.641674280569415	0.07445289984455139
-13.641674280569415	-13.62236005636858	0.07196768482887791
-13.62236005636858	-13.603045832167744	0.07274431452127587
-13.603045832167744	-13.583731607966909	0.07388337140345955
-13.583731607966909	-13.564417383766074	0.07181235889039832
-13.564417383766074	-13.545103159565238	0.06963779575168402
-13.545103159565238	-13.525788935364403	0.07067330200821464
-13.525788935364403	-13.506474711163568	0.0721230107673575
-13.506474711163568	-13.48716048696273	0.07144993170060603
-13.48716048696273	-13.467846262761896	0.07310674171106159
-13.467846262761896	-13.44853203856106	0.07056975138256158
-13.44853203856106	-13.429217814360225	0.07528130484977588
-13.429217814360225	-13.40990359015939	0.07419402328041874
-13.40990359015939	-13.390589365958554	0.07196768482887791
-13.390589365958554	-13.37127514175772	0.07160525763909219
-13.37127514175772	-13.351960917556884	0.07310674171106159
-13.351960917556884	-13.332646693356049	0.07377982077780648
-13.332646693356049	-13.313332469155213	0.07497065297281669
-13.313332469155213	-13.294018244954378	0.07046620075690851
-13.294018244954378	-13.274704020753543	0.07088040325952075
-13.274704020753543	-13.255389796552706	0.07502242828563632
-13.255389796552706	-13.23607557235187	0.07300319108540852
-13.23607557235187	-13.216761348151035	0.07414224796759221
-13.216761348151035	-13.1974471239502	0.07036265013125545
-13.1974471239502	-13.178132899749365	0.07134638107495954
-13.178132899749365	-13.15881867554853	0.07771474455262284
-13.15881867554853	-13.139504451347694	0.07176058357757178
-13.139504451347694	-13.120190227146859	0.07383159609063301
