lower bin	upper bin	clr prior value
-20.15948499216537	-20.119988314654268	8.596033562613208e-05
-20.119988314654268	-20.08049163714316	0.0
-20.08049163714316	-20.04099495963206	0.0
-20.04099495963206	-20.001498282120956	0.0
-20.001498282120956	-19.962001604609853	2.8653445208710692e-05
-19.962001604609853	-19.922504927098746	0.0
-19.922504927098746	-19.883008249587643	0.0
-19.883008249587643	-19.84351157207654	0.0
-19.84351157207654	-19.804014894565434	0.0
-19.804014894565434	-19.76451821705433	0.0
-19.76451821705433	-19.725021539543228	0.0
-19.725021539543228	-19.685524862032125	2.8653445208710692e-05
-19.685524862032125	-19.64602818452102	0.0
-19.64602818452102	-19.606531507009915	0.0
-19.606531507009915	-19.567034829498812	2.8653445208710692e-05
-19.567034829498812	-19.52753815198771	2.8653445208710692e-05
-19.52753815198771	-19.488041474476603	5.730689041741623e-05
-19.488041474476603	-19.4485447969655	0.0
-19.4485447969655	-19.409048119454397	5.7306890417421385e-05
-19.409048119454397	-19.36955144194329	0.0
-19.36955144194329	-19.330054764432187	8.596033562613208e-05
-19.330054764432187	-19.290558086921084	0.0
-19.290558086921084	-19.25106140940998	2.8653445208710692e-05
-19.25106140940998	-19.211564731898875	2.8653445208708114e-05
-19.211564731898875	-19.172068054387772	8.596033562613208e-05
-19.172068054387772	-19.13257137687667	8.596033562613208e-05
-19.13257137687667	-19.093074699365562	5.730689041741623e-05
-19.093074699365562	-19.05357802185446	0.00011461378083484277
-19.05357802185446	-19.014081344343357	8.596033562613208e-05
-19.014081344343357	-18.974584666832254	2.8653445208710692e-05
-18.974584666832254	-18.935087989321147	8.596033562612436e-05
-18.935087989321147	-18.895591311810044	5.7306890417421385e-05
-18.895591311810044	-18.85609463429894	5.7306890417421385e-05
-18.85609463429894	-18.816597956787838	0.00014326722604355346
-18.816597956787838	-18.77710127927673	8.596033562612436e-05
-18.77710127927673	-18.73760460176563	0.00020057411646097486
-18.73760460176563	-18.698107924254526	0.00011461378083484277
-18.698107924254526	-18.65861124674342	0.00011461378083483246
-18.65861124674342	-18.619114569232316	0.00014326722604355346
-18.619114569232316	-18.579617891721213	0.00022922756166968554
-18.579617891721213	-18.54012121421011	0.00014326722604355346
-18.54012121421011	-18.500624536699004	0.0003151878972957893
-18.500624536699004	-18.4611278591879	0.00020057411646097486
-18.4611278591879	-18.421631181676798	0.00031518789729581765
-18.421631181676798	-18.38213450416569	0.00028653445208708117
-18.38213450416569	-18.342637826654588	0.00020057411646097486
-18.342637826654588	-18.303141149143485	0.0004298016781306604
-18.303141149143485	-18.263644471632382	0.00014326722604355346
-18.263644471632382	-18.224147794121276	0.0003151878972957893
-18.224147794121276	-18.184651116610173	0.0003438413425045283
-18.184651116610173	-18.14515443909907	8.596033562613208e-05
-18.14515443909907	-18.105657761587963	0.0004584551233393298
-18.105657761587963	-18.06616108407686	0.0004584551233393711
-18.06616108407686	-18.026664406565757	0.00025788100687839624
-18.026664406565757	-17.987167729054654	0.0004584551233393711
-17.987167729054654	-17.947671051543548	0.0003151878972957893
-17.947671051543548	-17.908174374032445	0.00037249478771323905
-17.908174374032445	-17.868677696521342	0.00048710856854808175
-17.868677696521342	-17.829181019010235	0.00028653445208708117
-17.829181019010235	-17.789684341499132	0.0005444154589655032
-17.789684341499132	-17.75018766398803	0.0002865344520871069
-17.75018766398803	-17.710690986476926	0.0005157620137567925
-17.710690986476926	-17.67119430896582	0.0005157620137567461
-17.67119430896582	-17.631697631454717	0.0007449895754264781
-17.631697631454717	-17.592200953943614	0.0005444154589655032
-17.592200953943614	-17.55270427643251	0.0007163361302177674
-17.55270427643251	-17.513207598921404	0.0008022964658438274
-17.513207598921404	-17.4737109214103	0.0009169102466787422
-17.4737109214103	-17.4342142438992	0.0009455636918874529
-17.4342142438992	-17.394717566388096	0.0009169102466787422
-17.394717566388096	-17.35522088887699	0.0010601774727222004
-17.35522088887699	-17.315724211365886	0.0010028705823048743
-17.315724211365886	-17.276227533854783	0.0011747912535571385
-17.276227533854783	-17.236730856343677	0.0008022964658438274
-17.236730856343677	-17.197234178832574	0.0009742171370961635
-17.197234178832574	-17.15773750132147	0.0010601774727222956
-17.15773750132147	-17.118240823810368	0.0012894050343919812
-17.118240823810368	-17.07874414629926	0.0014040188152266977
