Temperature [K]	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich silicate	Fe-oxidized	
177.847517	2.822586e+01	2.696320e+01	2.771401e+01	3.011325e+01	2.417241e+01	2.911472e+01	3.107372e+01	2.805261e+01	
178.381635	2.867453e+01	2.739178e+01	2.815260e+01	3.059007e+01	2.456391e+01	2.958000e+01	3.156431e+01	2.850189e+01	
178.917356	2.912971e+01	2.782656e+01	2.859754e+01	3.107377e+01	2.496120e+01	3.005207e+01	3.206197e+01	2.895776e+01	
179.454686	2.959148e+01	2.826762e+01	2.904891e+01	3.156447e+01	2.536435e+01	3.053103e+01	3.256680e+01	2.942031e+01	
179.993630	3.005993e+01	2.871504e+01	2.950680e+01	3.206223e+01	2.577343e+01	3.101696e+01	3.307890e+01	2.988962e+01	
180.534193	3.053516e+01	2.916891e+01	2.997128e+01	3.256717e+01	2.618853e+01	3.150996e+01	3.359835e+01	3.036578e+01	
181.076379	3.101724e+01	2.962932e+01	3.044246e+01	3.307938e+01	2.660972e+01	3.201013e+01	3.412525e+01	3.084890e+01	
181.620193	3.150627e+01	3.009635e+01	3.092042e+01	3.359894e+01	2.703710e+01	3.251755e+01	3.465971e+01	3.133905e+01	
182.165641	3.200234e+01	3.057008e+01	3.140524e+01	3.412596e+01	2.747073e+01	3.303233e+01	3.520183e+01	3.183633e+01	
182.712726	3.250554e+01	3.105061e+01	3.189703e+01	3.466054e+01	2.791071e+01	3.355457e+01	3.575170e+01	3.234085e+01	
183.261455	3.301598e+01	3.153802e+01	3.239587e+01	3.520277e+01	2.835713e+01	3.408435e+01	3.630942e+01	3.285269e+01	
183.811832	3.353374e+01	3.203241e+01	3.290185e+01	3.575277e+01	2.881005e+01	3.462179e+01	3.687510e+01	3.337196e+01	
184.363861	3.405892e+01	3.253386e+01	3.341508e+01	3.631062e+01	2.926959e+01	3.516699e+01	3.744885e+01	3.389875e+01	
184.917548	3.459162e+01	3.304247e+01	3.393564e+01	3.687643e+01	2.973581e+01	3.572004e+01	3.803077e+01	3.443317e+01	
185.472899	3.513194e+01	3.355833e+01	3.446363e+01	3.745031e+01	3.020881e+01	3.628105e+01	3.862097e+01	3.497531e+01	
186.029917	3.567997e+01	3.408153e+01	3.499915e+01	3.803236e+01	3.068868e+01	3.685014e+01	3.921955e+01	3.552527e+01	
186.588608	3.623583e+01	3.461218e+01	3.554230e+01	3.862269e+01	3.117552e+01	3.742739e+01	3.982663e+01	3.608317e+01	
187.148977	3.679961e+01	3.515036e+01	3.609318e+01	3.922141e+01	3.166941e+01	3.801293e+01	4.044231e+01	3.664910e+01	
187.711028	3.737141e+01	3.569618e+01	3.665190e+01	3.982863e+01	3.217045e+01	3.860685e+01	4.106672e+01	3.722318e+01	
188.274768	3.795135e+01	3.624974e+01	3.721854e+01	4.044445e+01	3.267873e+01	3.920928e+01	4.169995e+01	3.780551e+01	
188.840201	3.853952e+01	3.681113e+01	3.779323e+01	4.106900e+01	3.319434e+01	3.982033e+01	4.234214e+01	3.839620e+01	
189.407332	3.913604e+01	3.738045e+01	3.837606e+01	4.170238e+01	3.371740e+01	4.044010e+01	4.299340e+01	3.899536e+01	
189.976166	3.974101e+01	3.795782e+01	3.896714e+01	4.234472e+01	3.424799e+01	4.106871e+01	4.365383e+01	3.960311e+01	
190.546708	4.035455e+01	3.854333e+01	3.956658e+01	4.299612e+01	3.478621e+01	4.170628e+01	4.432357e+01	4.021955e+01	
191.118964	4.097677e+01	3.913709e+01	4.017449e+01	4.365671e+01	3.533216e+01	4.235293e+01	4.500274e+01	4.084480e+01	
191.692939	4.160777e+01	3.973921e+01	4.079098e+01	4.432660e+01	3.588595e+01	4.300877e+01	4.569146e+01	4.147897e+01	
192.268637	4.224769e+01	4.034979e+01	4.141616e+01	4.500592e+01	3.644768e+01	4.367393e+01	4.638984e+01	4.212220e+01	
192.846064	4.289662e+01	4.096894e+01	4.205014e+01	4.569478e+01	3.701746e+01	4.434852e+01	4.709803e+01	4.277458e+01	
193.425226	4.355469e+01	4.159678e+01	4.269304e+01	4.639332e+01	3.759538e+01	4.503268e+01	4.781614e+01	4.343625e+01	
194.006126	4.422202e+01	4.223341e+01	4.334498e+01	4.710166e+01	3.818156e+01	4.572652e+01	4.854430e+01	4.410733e+01	
194.588772	4.489873e+01	4.287895e+01	4.400608e+01	4.781992e+01	3.877611e+01	4.643018e+01	4.928265e+01	4.478793e+01	
195.173167	4.558494e+01	4.353352e+01	4.467645e+01	4.854824e+01	3.937913e+01	4.714378e+01	5.003131e+01	4.547819e+01	
195.759317	4.628077e+01	4.419722e+01	4.535621e+01	4.928674e+01	3.999073e+01	4.786745e+01	5.079042e+01	4.617823e+01	
196.347228	4.698635e+01	4.487018e+01	4.604549e+01	5.003555e+01	4.061104e+01	4.860132e+01	5.156012e+01	4.688817e+01	
196.936904	4.770181e+01	4.555251e+01	4.674440e+01	5.079482e+01	4.124015e+01	4.934552e+01	5.234054e+01	4.760816e+01	
197.528351	4.842727e+01	4.624434e+01	4.745309e+01	5.156466e+01	4.187820e+01	5.010020e+01	5.313182e+01	4.833831e+01	
198.121575	4.916286e+01	4.694578e+01	4.817166e+01	5.234523e+01	4.252528e+01	5.086548e+01	5.393410e+01	4.907877e+01	
198.716580	4.990871e+01	4.765696e+01	4.890025e+01	5.313666e+01	4.318153e+01	5.164151e+01	5.474752e+01	4.982966e+01	
199.313371	5.066496e+01	4.837801e+01	4.963900e+01	5.393909e+01	4.384706e+01	5.242842e+01	5.557223e+01	5.059113e+01	
199.911956	5.143174e+01	4.910904e+01	5.038802e+01	5.475265e+01	4.452199e+01	5.322635e+01	5.640838e+01	5.136330e+01	
200.512338	5.220919e+01	4.985019e+01	5.114746e+01	5.557750e+01	4.520644e+01	5.403545e+01	5.725610e+01	5.214633e+01	
201.114523	5.299744e+01	5.060159e+01	5.191745e+01	5.641378e+01	4.590054e+01	5.485586e+01	5.811555e+01	5.294034e+01	
201.718516	5.379663e+01	5.136336e+01	5.269812e+01	5.726164e+01	4.660442e+01	5.568774e+01	5.898687e+01	5.374549e+01	
202.324324	5.460691e+01	5.213564e+01	5.348962e+01	5.812122e+01	4.731820e+01	5.653121e+01	5.987023e+01	5.456191e+01	
202.931950	5.542841e+01	5.291856e+01	5.429208e+01	5.899267e+01	4.804200e+01	5.738645e+01	6.076578e+01	5.538976e+01	
203.541402	5.626129e+01	5.371225e+01	5.510564e+01	5.987616e+01	4.877596e+01	5.825359e+01	6.167367e+01	5.622918e+01	
204.152684	5.710568e+01	5.451686e+01	5.593045e+01	6.077182e+01	4.952022e+01	5.913280e+01	6.259406e+01	5.708033e+01	
204.765802	5.796175e+01	5.533252e+01	5.676666e+01	6.167982e+01	5.027489e+01	6.002422e+01	6.352711e+01	5.794334e+01	
205.380761	5.882962e+01	5.615938e+01	5.761440e+01	6.260032e+01	5.104013e+01	6.092802e+01	6.447299e+01	5.881838e+01	
205.997567	5.970947e+01	5.699756e+01	5.847383e+01	6.353347e+01	5.181606e+01	6.184436e+01	6.543185e+01	5.970561e+01	
206.616225	6.060143e+01	5.784722e+01	5.934509e+01	6.447944e+01	5.260282e+01	6.277338e+01	6.640387e+01	6.060517e+01	
207.236742	6.150568e+01	5.870850e+01	6.022835e+01	6.543839e+01	5.340055e+01	6.371527e+01	6.738922e+01	6.151724e+01	
207.859122	6.242235e+01	5.958155e+01	6.112375e+01	6.641049e+01	5.420940e+01	6.467019e+01	6.838805e+01	6.244196e+01	
208.483371	6.335162e+01	6.046652e+01	6.203144e+01	6.739590e+01	5.502950e+01	6.563829e+01	6.940055e+01	6.337951e+01	
209.109495	6.429365e+01	6.136355e+01	6.295160e+01	6.839479e+01	5.586101e+01	6.661976e+01	7.042689e+01	6.433004e+01	
209.737499	6.524859e+01	6.227279e+01	6.388436e+01	6.940734e+01	5.670406e+01	6.761475e+01	7.146725e+01	6.529373e+01	
210.367389	6.621662e+01	6.319441e+01	6.482991e+01	7.043372e+01	5.755882e+01	6.862346e+01	7.252180e+01	6.627074e+01	
210.999171	6.719789e+01	6.412856e+01	6.578840e+01	7.147411e+01	5.842541e+01	6.964604e+01	7.359073e+01	6.726125e+01	
211.632851	6.819259e+01	6.507539e+01	6.675999e+01	7.252867e+01	5.930401e+01	7.068268e+01	7.467421e+01	6.826542e+01	
212.268433	6.920087e+01	6.603506e+01	6.774485e+01	7.359761e+01	6.019476e+01	7.173356e+01	7.577245e+01	6.928344e+01	
212.905925	7.022292e+01	6.700774e+01	6.874316e+01	7.468109e+01	6.109782e+01	7.279886e+01	7.688561e+01	7.031548e+01	
213.545330	7.125891e+01	6.799358e+01	6.975508e+01	7.577929e+01	6.201334e+01	7.387876e+01	7.801390e+01	7.136172e+01	
214.186656	7.230902e+01	6.899276e+01	7.078079e+01	7.689242e+01	6.294149e+01	7.497345e+01	7.915750e+01	7.242234e+01	
214.829909	7.337343e+01	7.000544e+01	7.182046e+01	7.802066e+01	6.388243e+01	7.608312e+01	8.031661e+01	7.349753e+01	
215.475093	7.445231e+01	7.103178e+01	7.287428e+01	7.916419e+01	6.483631e+01	7.720796e+01	8.149143e+01	7.458747e+01	
216.122214	7.554585e+01	7.207196e+01	7.394241e+01	8.032321e+01	6.580332e+01	7.834817e+01	8.268215e+01	7.569235e+01	
216.771279	7.665425e+01	7.312615e+01	7.502504e+01	8.149792e+01	6.678360e+01	7.950392e+01	8.388898e+01	7.681236e+01	
217.422294	7.777769e+01	7.419452e+01	7.612237e+01	8.268852e+01	6.777734e+01	8.067544e+01	8.511212e+01	7.794769e+01	
218.075263	7.891635e+01	7.527726e+01	7.723456e+01	8.389520e+01	6.878469e+01	8.186291e+01	8.635178e+01	7.909854e+01	
218.730194	8.007044e+01	7.637454e+01	7.836182e+01	8.511818e+01	6.980585e+01	8.306654e+01	8.760816e+01	8.026511e+01	
219.387091	8.124014e+01	7.748654e+01	7.950433e+01	8.635765e+01	7.084098e+01	8.428653e+01	8.888149e+01	8.144760e+01	
220.045961	8.242566e+01	7.861344e+01	8.066228e+01	8.761382e+01	7.189026e+01	8.552309e+01	9.017196e+01	8.264620e+01	
220.706810	8.362720e+01	7.975543e+01	8.183588e+01	8.888691e+01	7.295386e+01	8.677643e+01	9.147981e+01	8.386113e+01	
221.369644	8.484496e+01	8.091270e+01	8.302531e+01	9.017712e+01	7.403198e+01	8.804676e+01	9.280525e+01	8.509259e+01	
222.034468	8.607915e+01	8.208543e+01	8.423078e+01	9.148468e+01	7.512479e+01	8.933429e+01	9.414849e+01	8.634078e+01	
222.701289	8.732997e+01	8.327382e+01	8.545249e+01	9.280980e+01	7.623248e+01	9.063926e+01	9.550978e+01	8.760593e+01	
223.370113	8.859763e+01	8.447806e+01	8.669065e+01	9.415270e+01	7.735524e+01	9.196186e+01	9.688933e+01	8.888825e+01	
224.040945	8.988235e+01	8.569834e+01	8.794547e+01	9.551361e+01	7.849327e+01	9.330233e+01	9.828737e+01	9.018795e+01	
224.713792	9.118435e+01	8.693487e+01	8.921714e+01	9.689275e+01	7.964674e+01	9.466090e+01	9.970414e+01	9.150526e+01	
225.388660	9.250383e+01	8.818785e+01	9.050590e+01	9.829035e+01	8.081587e+01	9.603778e+01	1.011399e+02	9.284039e+01	
226.065554	9.384103e+01	8.945747e+01	9.181194e+01	9.970664e+01	8.200083e+01	9.743322e+01	1.025948e+02	9.419358e+01	
226.744481	9.519616e+01	9.074395e+01	9.313549e+01	1.011419e+02	8.320185e+01	9.884744e+01	1.040692e+02	9.556505e+01	
227.425447	9.656945e+01	9.204749e+01	9.447677e+01	1.025962e+02	8.441911e+01	1.002807e+02	1.055632e+02	9.695502e+01	
228.108459	9.796113e+01	9.336830e+01	9.583600e+01	1.040700e+02	8.565282e+01	1.017332e+02	1.070773e+02	9.836375e+01	
228.793521	9.937144e+01	9.470659e+01	9.721340e+01	1.055635e+02	8.690320e+01	1.032052e+02	1.086114e+02	9.979145e+01	
229.480641	1.008006e+02	9.606257e+01	9.860921e+01	1.070768e+02	8.817044e+01	1.046969e+02	1.101661e+02	1.012384e+02	
230.169825	1.022489e+02	9.743648e+01	1.000237e+02	1.086103e+02	8.945477e+01	1.062087e+02	1.117414e+02	1.027048e+02	
230.861078	1.037165e+02	9.882851e+01	1.014570e+02	1.101641e+02	9.075638e+01	1.077406e+02	1.133377e+02	1.041909e+02	
231.554407	1.052036e+02	1.002389e+02	1.029094e+02	1.117386e+02	9.207552e+01	1.092931e+02	1.149552e+02	1.056969e+02	
232.249819	1.067106e+02	1.016679e+02	1.043811e+02	1.133340e+02	9.341238e+01	1.108663e+02	1.165942e+02	1.072231e+02	
232.947319	1.082377e+02	1.031157e+02	1.058725e+02	1.149506e+02	9.476720e+01	1.124606e+02	1.182549e+02	1.087699e+02	
233.646914	1.097851e+02	1.045825e+02	1.073836e+02	1.165886e+02	9.614020e+01	1.140761e+02	1.199377e+02	1.103373e+02	
234.348610	1.113531e+02	1.060686e+02	1.089149e+02	1.182483e+02	9.753160e+01	1.157132e+02	1.216427e+02	1.119257e+02	
235.052413	1.129419e+02	1.075742e+02	1.104665e+02	1.199300e+02	9.894164e+01	1.173720e+02	1.233704e+02	1.135353e+02	
235.758330	1.145518e+02	1.090995e+02	1.120386e+02	1.216339e+02	1.003706e+02	1.190530e+02	1.251209e+02	1.151665e+02	
236.466367	1.161831e+02	1.106449e+02	1.136316e+02	1.233604e+02	1.018186e+02	1.207563e+02	1.268946e+02	1.168194e+02	
237.176530	1.178360e+02	1.122104e+02	1.152457e+02	1.251096e+02	1.032859e+02	1.224823e+02	1.286917e+02	1.184943e+02	
237.888826	1.195109e+02	1.137964e+02	1.168811e+02	1.268819e+02	1.047729e+02	1.242311e+02	1.305125e+02	1.201916e+02	
238.603261	1.212079e+02	1.154032e+02	1.185382e+02	1.286776e+02	1.062797e+02	1.260032e+02	1.323574e+02	1.219115e+02	
239.319842	1.229273e+02	1.170309e+02	1.202171e+02	1.304970e+02	1.078065e+02	1.277988e+02	1.342266e+02	1.236543e+02	
240.038575	1.246695e+02	1.186799e+02	1.219182e+02	1.323403e+02	1.093537e+02	1.296181e+02	1.361204e+02	1.254202e+02	
240.759466	1.264348e+02	1.203503e+02	1.236418e+02	1.342078e+02	1.109214e+02	1.314615e+02	1.380392e+02	1.272096e+02	
241.482523	1.282233e+02	1.220425e+02	1.253880e+02	1.360999e+02	1.125100e+02	1.333293e+02	1.399832e+02	1.290227e+02	
242.207751	1.300355e+02	1.237567e+02	1.271573e+02	1.380169e+02	1.141197e+02	1.352218e+02	1.419528e+02	1.308599e+02	
242.935157	1.318715e+02	1.254932e+02	1.289498e+02	1.399590e+02	1.157507e+02	1.371393e+02	1.439482e+02	1.327214e+02	
243.664747	1.337318e+02	1.272522e+02	1.307659e+02	1.419266e+02	1.174034e+02	1.390820e+02	1.459699e+02	1.346076e+02	
244.396529	1.356165e+02	1.290341e+02	1.326059e+02	1.439200e+02	1.190779e+02	1.410504e+02	1.480181e+02	1.365188e+02	
245.130508	1.375261e+02	1.308390e+02	1.344700e+02	1.459395e+02	1.207746e+02	1.430447e+02	1.500931e+02	1.384552e+02	
245.866692	1.394607e+02	1.326674e+02	1.363586e+02	1.479854e+02	1.224938e+02	1.450652e+02	1.521954e+02	1.404171e+02	
246.605087	1.414208e+02	1.345193e+02	1.382719e+02	1.500581e+02	1.242356e+02	1.471123e+02	1.543252e+02	1.424050e+02	
247.345699	1.434067e+02	1.363952e+02	1.402102e+02	1.521579e+02	1.260004e+02	1.491863e+02	1.564829e+02	1.444191e+02	
248.088535	1.454186e+02	1.382954e+02	1.421740e+02	1.542851e+02	1.277886e+02	1.512875e+02	1.586688e+02	1.464597e+02	
248.833603	1.474569e+02	1.402200e+02	1.441634e+02	1.564401e+02	1.296002e+02	1.534163e+02	1.608832e+02	1.485272e+02	
249.580908	1.495219e+02	1.421695e+02	1.461788e+02	1.586231e+02	1.314357e+02	1.555730e+02	1.631266e+02	1.506219e+02	
250.330457	1.516140e+02	1.441441e+02	1.482205e+02	1.608347e+02	1.332954e+02	1.577579e+02	1.653993e+02	1.527442e+02	
251.082257	1.537335e+02	1.461441e+02	1.502888e+02	1.630750e+02	1.351795e+02	1.599714e+02	1.677016e+02	1.548943e+02	
251.836316	1.558807e+02	1.481698e+02	1.523841e+02	1.653444e+02	1.370884e+02	1.622139e+02	1.700339e+02	1.570726e+02	
252.592638	1.580560e+02	1.502215e+02	1.545067e+02	1.676434e+02	1.390222e+02	1.644857e+02	1.723967e+02	1.592796e+02	
253.351233	1.602597e+02	1.522996e+02	1.566569e+02	1.699723e+02	1.409815e+02	1.667871e+02	1.747902e+02	1.615154e+02	
254.112105	1.624923e+02	1.544043e+02	1.588351e+02	1.723314e+02	1.429664e+02	1.691186e+02	1.772148e+02	1.637806e+02	
254.875263	1.647539e+02	1.565360e+02	1.610416e+02	1.747212e+02	1.449773e+02	1.714804e+02	1.796710e+02	1.660754e+02	
255.640712	1.670451e+02	1.586950e+02	1.632767e+02	1.771419e+02	1.470145e+02	1.738730e+02	1.821590e+02	1.684002e+02	
256.408460	1.693661e+02	1.608816e+02	1.655408e+02	1.795940e+02	1.490783e+02	1.762968e+02	1.846795e+02	1.707554e+02	
257.178514	1.717173e+02	1.630961e+02	1.678342e+02	1.820779e+02	1.511691e+02	1.787521e+02	1.872326e+02	1.731413e+02	
257.950881	1.740992e+02	1.653389e+02	1.701574e+02	1.845939e+02	1.532871e+02	1.812392e+02	1.898188e+02	1.755584e+02	
258.725567	1.765121e+02	1.676104e+02	1.725106e+02	1.871424e+02	1.554327e+02	1.837587e+02	1.924386e+02	1.780070e+02	
259.502580	1.789564e+02	1.699108e+02	1.748943e+02	1.897239e+02	1.576063e+02	1.863109e+02	1.950923e+02	1.804875e+02	
260.281927	1.814324e+02	1.722405e+02	1.773088e+02	1.923388e+02	1.598082e+02	1.888962e+02	1.977804e+02	1.830003e+02	
261.063613	1.839406e+02	1.745998e+02	1.797544e+02	1.949874e+02	1.620387e+02	1.915149e+02	2.005032e+02	1.855459e+02	
261.847648	1.864813e+02	1.769892e+02	1.822316e+02	1.976702e+02	1.642982e+02	1.941676e+02	2.032613e+02	1.881245e+02	
262.634037	1.890551e+02	1.794089e+02	1.847407e+02	2.003875e+02	1.665870e+02	1.968546e+02	2.060550e+02	1.907366e+02	
263.422788	1.916622e+02	1.818593e+02	1.872821e+02	2.031399e+02	1.689055e+02	1.995763e+02	2.088849e+02	1.933826e+02	
264.213908	1.943031e+02	1.843408e+02	1.898563e+02	2.059277e+02	1.712540e+02	2.023332e+02	2.117512e+02	1.960630e+02	
265.007403	1.969782e+02	1.868537e+02	1.924635e+02	2.087514e+02	1.736330e+02	2.051256e+02	2.146546e+02	1.987781e+02	
265.803282	1.996880e+02	1.893985e+02	1.951043e+02	2.116114e+02	1.760427e+02	2.079541e+02	2.175953e+02	2.015284e+02	
266.601551	2.024328e+02	1.919754e+02	1.977790e+02	2.145081e+02	1.784837e+02	2.108191e+02	2.205740e+02	2.043143e+02	
267.402217	2.052131e+02	1.945850e+02	2.004880e+02	2.174421e+02	1.809561e+02	2.137209e+02	2.235910e+02	2.071363e+02	
268.205288	2.080293e+02	1.972274e+02	2.032317e+02	2.204137e+02	1.834604e+02	2.166601e+02	2.266469e+02	2.099948e+02	
269.010770	2.108820e+02	1.999033e+02	2.060106e+02	2.234234e+02	1.859971e+02	2.196370e+02	2.297421e+02	2.128902e+02	
269.818672	2.137714e+02	2.026128e+02	2.088250e+02	2.264717e+02	1.885664e+02	2.226523e+02	2.328771e+02	2.158229e+02	
270.629000	2.166982e+02	2.053565e+02	2.116754e+02	2.295590e+02	1.911689e+02	2.257062e+02	2.360524e+02	2.187936e+02	
271.441762	2.196627e+02	2.081348e+02	2.145623e+02	2.326859e+02	1.938048e+02	2.287993e+02	2.392685e+02	2.218025e+02	
272.256964	2.226654e+02	2.109479e+02	2.174860e+02	2.358528e+02	1.964746e+02	2.319321e+02	2.425258e+02	2.248502e+02	
273.074615	2.257068e+02	2.137965e+02	2.204471e+02	2.390602e+02	1.991787e+02	2.351051e+02	2.458250e+02	2.279371e+02	
273.894721	2.287874e+02	2.166807e+02	2.234459e+02	2.423085e+02	2.019175e+02	2.383186e+02	2.491664e+02	2.310638e+02	
274.717291	2.319076e+02	2.196012e+02	2.264829e+02	2.455984e+02	2.046914e+02	2.415733e+02	2.525507e+02	2.342307e+02	
275.542330	2.350680e+02	2.225583e+02	2.295585e+02	2.489302e+02	2.075009e+02	2.448696e+02	2.559783e+02	2.374383e+02	
276.369848	2.382690e+02	2.255524e+02	2.326733e+02	2.523046e+02	2.103464e+02	2.482080e+02	2.594499e+02	2.406871e+02	
277.199850	2.415112e+02	2.285840e+02	2.358276e+02	2.557219e+02	2.132283e+02	2.515890e+02	2.629658e+02	2.439776e+02	
278.032346	2.447950e+02	2.316535e+02	2.390220e+02	2.591828e+02	2.161470e+02	2.550132e+02	2.665267e+02	2.473103e+02	
278.867341	2.481209e+02	2.347613e+02	2.422570e+02	2.626878e+02	2.191030e+02	2.584810e+02	2.701331e+02	2.506857e+02	
279.704845	2.514895e+02	2.379080e+02	2.455330e+02	2.662374e+02	2.220967e+02	2.619930e+02	2.737856e+02	2.541044e+02	
280.544863	2.549014e+02	2.410938e+02	2.488504e+02	2.698321e+02	2.251286e+02	2.655496e+02	2.774847e+02	2.575668e+02	
281.387404	2.583570e+02	2.443194e+02	2.522099e+02	2.734725e+02	2.281992e+02	2.691516e+02	2.812310e+02	2.610735e+02	
282.232476	2.618569e+02	2.475852e+02	2.556118e+02	2.771591e+02	2.313088e+02	2.727993e+02	2.850251e+02	2.646251e+02	
283.080085	2.654016e+02	2.508915e+02	2.590568e+02	2.808926e+02	2.344580e+02	2.764934e+02	2.888676e+02	2.682220e+02	
283.930240	2.689916e+02	2.542390e+02	2.625452e+02	2.846734e+02	2.376473e+02	2.802343e+02	2.927590e+02	2.718649e+02	
284.782949	2.726277e+02	2.576281e+02	2.660777e+02	2.885022e+02	2.408770e+02	2.840228e+02	2.967000e+02	2.755542e+02	
285.638218	2.763102e+02	2.610592e+02	2.696547e+02	2.923794e+02	2.441478e+02	2.878592e+02	3.006912e+02	2.792907e+02	
286.496056	2.800398e+02	2.645329e+02	2.732768e+02	2.963058e+02	2.474600e+02	2.917442e+02	3.047332e+02	2.830747e+02	
287.356470	2.838171e+02	2.680496e+02	2.769444e+02	3.002820e+02	2.508142e+02	2.956785e+02	3.088265e+02	2.869070e+02	
288.219468	2.876426e+02	2.716099e+02	2.806582e+02	3.043084e+02	2.542109e+02	2.996624e+02	3.129719e+02	2.907880e+02	
289.085058	2.915169e+02	2.752142e+02	2.844187e+02	3.083857e+02	2.576506e+02	3.036968e+02	3.171699e+02	2.947184e+02	
289.953247	2.954407e+02	2.788630e+02	2.882263e+02	3.125146e+02	2.611337e+02	3.077821e+02	3.214212e+02	2.986988e+02	
290.824044	2.994146e+02	2.825569e+02	2.920818e+02	3.166956e+02	2.646609e+02	3.119190e+02	3.257265e+02	3.027297e+02	
291.697456	3.034391e+02	2.862964e+02	2.959855e+02	3.209294e+02	2.682325e+02	3.161081e+02	3.300864e+02	3.068119e+02	
292.573491	3.075149e+02	2.900820e+02	2.999382e+02	3.252166e+02	2.718492e+02	3.203500e+02	3.345016e+02	3.109458e+02	
293.452157	3.116426e+02	2.939143e+02	3.039404e+02	3.295578e+02	2.755115e+02	3.246453e+02	3.389728e+02	3.151322e+02	
294.333462	3.158229e+02	2.977937e+02	3.079925e+02	3.339538e+02	2.792199e+02	3.289947e+02	3.435005e+02	3.193717e+02	
295.217413	3.200564e+02	3.017208e+02	3.120954e+02	3.384052e+02	2.829750e+02	3.333988e+02	3.480856e+02	3.236649e+02	
296.104019	3.243437e+02	3.056962e+02	3.162494e+02	3.429126e+02	2.867772e+02	3.378583e+02	3.527288e+02	3.280124e+02	
296.993288	3.286856e+02	3.097205e+02	3.204553e+02	3.474767e+02	2.906272e+02	3.423738e+02	3.574306e+02	3.324150e+02	
297.885228	3.330827e+02	3.137941e+02	3.247135e+02	3.520982e+02	2.945256e+02	3.469460e+02	3.621919e+02	3.368732e+02	
298.779846	3.375356e+02	3.179176e+02	3.290248e+02	3.567778e+02	2.984728e+02	3.515756e+02	3.670134e+02	3.413878e+02	
299.677152	3.420451e+02	3.220917e+02	3.333898e+02	3.615162e+02	3.024695e+02	3.562632e+02	3.718958e+02	3.459594e+02	
300.577151	3.466119e+02	3.263168e+02	3.378090e+02	3.663141e+02	3.065163e+02	3.610096e+02	3.768398e+02	3.505888e+02	
301.479854	3.512366e+02	3.305937e+02	3.422831e+02	3.711721e+02	3.106136e+02	3.658154e+02	3.818462e+02	3.552765e+02	
302.385268	3.559200e+02	3.349227e+02	3.468127e+02	3.760912e+02	3.147622e+02	3.706813e+02	3.869158e+02	3.600234e+02	
303.293401	3.606628e+02	3.393047e+02	3.513986e+02	3.810719e+02	3.189626e+02	3.756081e+02	3.920492e+02	3.648301e+02	
304.204262	3.654657e+02	3.437401e+02	3.560412e+02	3.861149e+02	3.232155e+02	3.805964e+02	3.972474e+02	3.696973e+02	
305.117857	3.703294e+02	3.482296e+02	3.607413e+02	3.912212e+02	3.275213e+02	3.856471e+02	4.025111e+02	3.746258e+02	
306.034197	3.752548e+02	3.527738e+02	3.654996e+02	3.963914e+02	3.318809e+02	3.907607e+02	4.078410e+02	3.796164e+02	
306.953289	3.802425e+02	3.573733e+02	3.703166e+02	4.016262e+02	3.362947e+02	3.959382e+02	4.132380e+02	3.846697e+02	
307.875140	3.852934e+02	3.620287e+02	3.751932e+02	4.069265e+02	3.407634e+02	4.011802e+02	4.187030e+02	3.897865e+02	
308.799761	3.904081e+02	3.667407e+02	3.801299e+02	4.122930e+02	3.452876e+02	4.064874e+02	4.242366e+02	3.949676e+02	
309.727158	3.955876e+02	3.715099e+02	3.851274e+02	4.177266e+02	3.498681e+02	4.118608e+02	4.298398e+02	4.002137e+02	
310.657340	4.008325e+02	3.763370e+02	3.901866e+02	4.232280e+02	3.545054e+02	4.173009e+02	4.355134e+02	4.055257e+02	
311.590316	4.061437e+02	3.812226e+02	3.953079e+02	4.287981e+02	3.592001e+02	4.228087e+02	4.412583e+02	4.109043e+02	
312.526094	4.115220e+02	3.861673e+02	4.004923e+02	4.344376e+02	3.639531e+02	4.283849e+02	4.470752e+02	4.163503e+02	
313.464683	4.169682e+02	3.911720e+02	4.057403e+02	4.401474e+02	3.687649e+02	4.340304e+02	4.529652e+02	4.218646e+02	
314.406090	4.224832e+02	3.962371e+02	4.110528e+02	4.459284e+02	3.736362e+02	4.397459e+02	4.589291e+02	4.274479e+02	
315.350324	4.280678e+02	4.013634e+02	4.164304e+02	4.517814e+02	3.785677e+02	4.455322e+02	4.649677e+02	4.331011e+02	
316.297394	4.337228e+02	4.065517e+02	4.218739e+02	4.577072e+02	3.835602e+02	4.513903e+02	4.710820e+02	4.388250e+02	
317.247309	4.394491e+02	4.118025e+02	4.273840e+02	4.637068e+02	3.886142e+02	4.573208e+02	4.772729e+02	4.446204e+02	
318.200076	4.452476e+02	4.171166e+02	4.329616e+02	4.697810e+02	3.937305e+02	4.633248e+02	4.835413e+02	4.504883e+02	
319.155704	4.511192e+02	4.224947e+02	4.386073e+02	4.759306e+02	3.989099e+02	4.694031e+02	4.898882e+02	4.564295e+02	
320.114203	4.570648e+02	4.279376e+02	4.443219e+02	4.821567e+02	4.041530e+02	4.755564e+02	4.963144e+02	4.624448e+02	
321.075580	4.630852e+02	4.334459e+02	4.501063e+02	4.884601e+02	4.094606e+02	4.817858e+02	5.028211e+02	4.685352e+02	
322.039844	4.691814e+02	4.390204e+02	4.559611e+02	4.948417e+02	4.148334e+02	4.880920e+02	5.094091e+02	4.747015e+02	
