Temperature [K]	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich silicate	Fe-oxidized	
323.007005	4.753544e+02	4.446619e+02	4.618873e+02	5.013025e+02	4.202722e+02	4.944761e+02	5.160795e+02	4.809447e+02	
323.977069	4.816050e+02	4.503710e+02	4.678855e+02	5.078434e+02	4.257777e+02	5.009388e+02	5.228331e+02	4.872657e+02	
324.950048	4.879342e+02	4.561485e+02	4.739567e+02	5.144654e+02	4.313507e+02	5.074812e+02	5.296711e+02	4.936654e+02	
325.925948	4.943430e+02	4.619953e+02	4.801016e+02	5.211694e+02	4.369920e+02	5.141041e+02	5.365945e+02	5.001447e+02	
326.904779	5.008323e+02	4.679120e+02	4.863211e+02	5.279564e+02	4.427023e+02	5.208086e+02	5.436042e+02	5.067046e+02	
327.886550	5.074032e+02	4.738995e+02	4.926160e+02	5.348275e+02	4.484824e+02	5.275955e+02	5.507014e+02	5.133461e+02	
328.871269	5.140566e+02	4.799585e+02	4.989871e+02	5.417835e+02	4.543331e+02	5.344657e+02	5.578871e+02	5.200702e+02	
329.858946	5.207935e+02	4.860899e+02	5.054353e+02	5.488256e+02	4.602553e+02	5.414204e+02	5.651623e+02	5.268777e+02	
330.849589	5.276150e+02	4.922944e+02	5.119615e+02	5.559547e+02	4.662497e+02	5.484604e+02	5.725281e+02	5.337698e+02	
331.843207	5.345222e+02	4.985728e+02	5.185666e+02	5.631719e+02	4.723171e+02	5.555868e+02	5.799857e+02	5.407474e+02	
332.839809	5.415159e+02	5.049261e+02	5.252513e+02	5.704782e+02	4.784584e+02	5.628006e+02	5.875361e+02	5.478116e+02	
333.839404	5.485974e+02	5.113550e+02	5.320166e+02	5.778746e+02	4.846744e+02	5.701028e+02	5.951805e+02	5.549633e+02	
334.842001	5.557676e+02	5.178603e+02	5.388635e+02	5.853624e+02	4.909660e+02	5.774943e+02	6.029200e+02	5.622037e+02	
335.847609	5.630277e+02	5.244429e+02	5.457927e+02	5.929425e+02	4.973340e+02	5.849764e+02	6.107557e+02	5.695338e+02	
336.856237	5.703788e+02	5.311037e+02	5.528053e+02	6.006160e+02	5.037793e+02	5.925499e+02	6.186888e+02	5.769546e+02	
337.867894	5.778219e+02	5.378435e+02	5.599021e+02	6.083841e+02	5.103027e+02	6.002160e+02	6.267205e+02	5.844672e+02	
338.882590	5.853583e+02	5.446632e+02	5.670841e+02	6.162478e+02	5.169052e+02	6.079757e+02	6.348520e+02	5.920728e+02	
339.900333	5.929890e+02	5.515637e+02	5.743522e+02	6.242084e+02	5.235876e+02	6.158302e+02	6.430844e+02	5.997724e+02	
340.921132	6.007152e+02	5.585458e+02	5.817074e+02	6.322669e+02	5.303508e+02	6.237805e+02	6.514190e+02	6.075672e+02	
341.944997	6.085381e+02	5.656105e+02	5.891507e+02	6.404245e+02	5.371957e+02	6.318277e+02	6.598570e+02	6.154582e+02	
342.971937	6.164588e+02	5.727587e+02	5.966829e+02	6.486825e+02	5.441233e+02	6.399730e+02	6.683997e+02	6.234467e+02	
344.001962	6.244785e+02	5.799913e+02	6.043051e+02	6.570419e+02	5.511344e+02	6.482176e+02	6.770483e+02	6.315338e+02	
345.035079	6.325985e+02	5.873092e+02	6.120183e+02	6.655040e+02	5.582301e+02	6.565624e+02	6.858041e+02	6.397206e+02	
346.071300	6.408200e+02	5.947134e+02	6.198235e+02	6.740700e+02	5.654112e+02	6.650088e+02	6.946684e+02	6.480084e+02	
347.110632	6.491442e+02	6.022048e+02	6.277217e+02	6.827412e+02	5.726787e+02	6.735579e+02	7.036425e+02	6.563984e+02	
348.153085	6.575724e+02	6.097844e+02	6.357138e+02	6.915187e+02	5.800335e+02	6.822108e+02	7.127277e+02	6.648917e+02	
349.198670	6.661058e+02	6.174531e+02	6.438010e+02	7.004039e+02	5.874768e+02	6.909689e+02	7.219254e+02	6.734896e+02	
350.247394	6.747458e+02	6.252120e+02	6.519843e+02	7.093980e+02	5.950093e+02	6.998332e+02	7.312369e+02	6.821934e+02	
351.299268	6.834936e+02	6.330619e+02	6.602646e+02	7.185024e+02	6.026322e+02	7.088050e+02	7.406635e+02	6.910042e+02	
352.354302	6.923505e+02	6.410039e+02	6.686432e+02	7.277182e+02	6.103464e+02	7.178856e+02	7.502068e+02	6.999235e+02	
353.412503	7.013180e+02	6.490391e+02	6.771210e+02	7.370469e+02	6.181529e+02	7.270763e+02	7.598679e+02	7.089523e+02	
354.473883	7.103972e+02	6.571684e+02	6.856992e+02	7.464897e+02	6.260528e+02	7.363782e+02	7.696485e+02	7.180922e+02	
355.538450	7.195897e+02	6.653928e+02	6.943787e+02	7.560481e+02	6.340472e+02	7.457927e+02	7.795499e+02	7.273443e+02	
356.606214	7.288967e+02	6.737134e+02	7.031608e+02	7.657233e+02	6.421369e+02	7.553210e+02	7.895735e+02	7.367101e+02	
357.677185	7.383197e+02	6.821312e+02	7.120465e+02	7.755169e+02	6.503232e+02	7.649646e+02	7.997209e+02	7.461908e+02	
358.751373	7.478601e+02	6.906474e+02	7.210370e+02	7.854300e+02	6.586070e+02	7.747246e+02	8.099936e+02	7.557878e+02	
359.828786	7.575194e+02	6.992629e+02	7.301333e+02	7.954643e+02	6.669895e+02	7.846025e+02	8.203929e+02	7.655025e+02	
360.909436	7.672989e+02	7.079788e+02	7.393367e+02	8.056211e+02	6.754717e+02	7.945996e+02	8.309206e+02	7.753363e+02	
361.993330	7.772002e+02	7.167963e+02	7.486482e+02	8.159018e+02	6.840548e+02	8.047173e+02	8.415780e+02	7.852907e+02	
363.080480	7.872247e+02	7.257164e+02	7.580691e+02	8.263080e+02	6.927397e+02	8.149570e+02	8.523667e+02	7.953669e+02	
364.170895	7.973739e+02	7.347403e+02	7.676005e+02	8.368411e+02	7.015278e+02	8.253200e+02	8.632884e+02	8.055666e+02	
365.264584	8.076494e+02	7.438691e+02	7.772436e+02	8.475025e+02	7.104200e+02	8.358078e+02	8.743447e+02	8.158911e+02	
366.361559	8.180528e+02	7.531038e+02	7.869997e+02	8.582939e+02	7.194176e+02	8.464219e+02	8.855370e+02	8.263420e+02	
367.461827	8.285854e+02	7.624458e+02	7.968698e+02	8.692168e+02	7.285217e+02	8.571636e+02	8.968672e+02	8.369206e+02	
368.565400	8.392490e+02	7.718960e+02	8.068553e+02	8.802726e+02	7.377334e+02	8.680344e+02	9.083367e+02	8.476286e+02	
369.672288	8.500452e+02	7.814557e+02	8.169574e+02	8.914630e+02	7.470539e+02	8.790359e+02	9.199474e+02	8.584675e+02	
370.782499	8.609755e+02	7.911261e+02	8.271772e+02	9.027896e+02	7.564845e+02	8.901695e+02	9.317009e+02	8.694388e+02	
371.896045	8.720416e+02	8.009083e+02	8.375162e+02	9.142539e+02	7.660263e+02	9.014367e+02	9.435988e+02	8.805441e+02	
373.012935	8.832451e+02	8.108036e+02	8.479755e+02	9.258576e+02	7.756805e+02	9.128391e+02	9.556431e+02	8.917850e+02	
374.133179	8.945878e+02	8.208132e+02	8.585564e+02	9.376024e+02	7.854484e+02	9.243782e+02	9.678353e+02	9.031631e+02	
375.256788	9.060713e+02	8.309383e+02	8.692602e+02	9.494898e+02	7.953311e+02	9.360556e+02	9.801772e+02	9.146799e+02	
376.383771	9.176973e+02	8.411802e+02	8.800883e+02	9.615216e+02	8.053300e+02	9.478728e+02	9.926708e+02	9.263373e+02	
377.514139	9.294676e+02	8.515400e+02	8.910418e+02	9.736995e+02	8.154463e+02	9.598315e+02	1.005318e+03	9.381367e+02	
378.647901	9.413839e+02	8.620192e+02	9.021223e+02	9.860252e+02	8.256813e+02	9.719333e+02	1.018120e+03	9.500799e+02	
379.785068	9.534481e+02	8.726189e+02	9.133309e+02	9.985004e+02	8.360362e+02	9.841798e+02	1.031079e+03	9.621687e+02	
380.925651	9.656618e+02	8.833404e+02	9.246691e+02	1.011127e+03	8.465124e+02	9.965727e+02	1.044197e+03	9.744046e+02	
382.069659	9.780270e+02	8.941851e+02	9.361382e+02	1.023906e+03	8.571112e+02	1.009114e+03	1.057476e+03	9.867895e+02	
383.217103	9.905455e+02	9.051542e+02	9.477396e+02	1.036841e+03	8.678338e+02	1.021804e+03	1.070918e+03	9.993251e+02	
384.367992	1.003219e+03	9.162491e+02	9.594747e+02	1.049932e+03	8.786817e+02	1.034647e+03	1.084525e+03	1.012013e+03	
385.522338	1.016050e+03	9.274712e+02	9.713449e+02	1.063182e+03	8.896561e+02	1.047642e+03	1.098298e+03	1.024856e+03	
386.680151	1.029040e+03	9.388218e+02	9.833516e+02	1.076592e+03	9.007585e+02	1.060792e+03	1.112240e+03	1.037854e+03	
387.841441	1.042190e+03	9.503022e+02	9.954963e+02	1.090164e+03	9.119901e+02	1.074099e+03	1.126352e+03	1.051011e+03	
389.006219	1.055504e+03	9.619139e+02	1.007780e+03	1.103901e+03	9.233525e+02	1.087565e+03	1.140638e+03	1.064327e+03	
390.174495	1.068982e+03	9.736582e+02	1.020205e+03	1.117803e+03	9.348470e+02	1.101190e+03	1.155098e+03	1.077805e+03	
391.346279	1.082627e+03	9.855365e+02	1.032772e+03	1.131874e+03	9.464750e+02	1.114978e+03	1.169735e+03	1.091447e+03	
392.521583	1.096441e+03	9.975504e+02	1.045483e+03	1.146115e+03	9.582379e+02	1.128930e+03	1.184551e+03	1.105254e+03	
393.700416	1.110426e+03	1.009701e+03	1.058340e+03	1.160528e+03	9.701372e+02	1.143048e+03	1.199549e+03	1.119229e+03	
394.882790	1.124584e+03	1.021990e+03	1.071343e+03	1.175115e+03	9.821743e+02	1.157333e+03	1.214730e+03	1.133373e+03	
396.068714	1.138917e+03	1.034419e+03	1.084494e+03	1.189878e+03	9.943508e+02	1.171788e+03	1.230096e+03	1.147689e+03	
397.258200	1.153427e+03	1.046990e+03	1.097795e+03	1.204819e+03	1.006668e+03	1.186415e+03	1.245650e+03	1.162179e+03	
398.451259	1.168117e+03	1.059703e+03	1.111248e+03	1.219940e+03	1.019128e+03	1.201215e+03	1.261394e+03	1.176844e+03	
399.647900	1.182988e+03	1.072560e+03	1.124854e+03	1.235244e+03	1.031731e+03	1.216191e+03	1.277330e+03	1.191686e+03	
400.848135	1.198044e+03	1.085564e+03	1.138614e+03	1.250733e+03	1.044480e+03	1.231344e+03	1.293461e+03	1.206709e+03	
402.051975	1.213285e+03	1.098714e+03	1.152530e+03	1.266408e+03	1.057375e+03	1.246677e+03	1.309789e+03	1.221913e+03	
403.259431	1.228714e+03	1.112014e+03	1.166605e+03	1.282272e+03	1.070419e+03	1.262191e+03	1.326316e+03	1.237301e+03	
404.470512	1.244335e+03	1.125464e+03	1.180838e+03	1.298327e+03	1.083613e+03	1.277889e+03	1.343045e+03	1.252876e+03	
405.685231	1.260148e+03	1.139066e+03	1.195233e+03	1.314575e+03	1.096959e+03	1.293773e+03	1.359977e+03	1.268639e+03	
406.903597	1.276156e+03	1.152822e+03	1.209790e+03	1.331019e+03	1.110458e+03	1.309845e+03	1.377116e+03	1.284592e+03	
408.125623	1.292362e+03	1.166734e+03	1.224512e+03	1.347661e+03	1.124111e+03	1.326106e+03	1.394464e+03	1.300739e+03	
409.351319	1.308768e+03	1.180802e+03	1.239399e+03	1.364503e+03	1.137921e+03	1.342560e+03	1.412024e+03	1.317080e+03	
410.580696	1.325377e+03	1.195029e+03	1.254455e+03	1.381548e+03	1.151890e+03	1.359208e+03	1.429797e+03	1.333619e+03	
411.813765	1.342191e+03	1.209416e+03	1.269680e+03	1.398798e+03	1.166017e+03	1.376052e+03	1.447787e+03	1.350358e+03	
413.050537	1.359212e+03	1.223965e+03	1.285076e+03	1.416255e+03	1.180307e+03	1.393095e+03	1.465996e+03	1.367299e+03	
414.291023	1.376443e+03	1.238678e+03	1.300645e+03	1.433922e+03	1.194759e+03	1.410339e+03	1.484427e+03	1.384444e+03	
415.535235	1.393886e+03	1.253556e+03	1.316389e+03	1.451801e+03	1.209377e+03	1.427787e+03	1.503082e+03	1.401797e+03	
416.783184	1.411545e+03	1.268602e+03	1.332309e+03	1.469894e+03	1.224161e+03	1.445440e+03	1.521964e+03	1.419358e+03	
418.034880	1.429422e+03	1.283816e+03	1.348407e+03	1.488205e+03	1.239113e+03	1.463301e+03	1.541076e+03	1.437132e+03	
419.290336	1.447518e+03	1.299200e+03	1.364686e+03	1.506736e+03	1.254235e+03	1.481372e+03	1.560420e+03	1.455120e+03	
420.549562	1.465838e+03	1.314758e+03	1.381146e+03	1.525489e+03	1.269529e+03	1.499656e+03	1.580000e+03	1.473324e+03	
421.812570	1.484384e+03	1.330489e+03	1.397790e+03	1.544467e+03	1.284997e+03	1.518154e+03	1.599817e+03	1.491749e+03	
423.079371	1.503158e+03	1.346396e+03	1.414620e+03	1.563672e+03	1.300640e+03	1.536871e+03	1.619876e+03	1.510395e+03	
424.349976	1.522164e+03	1.362482e+03	1.431637e+03	1.583108e+03	1.316461e+03	1.555807e+03	1.640178e+03	1.529266e+03	
425.624397	1.541404e+03	1.378747e+03	1.448844e+03	1.602777e+03	1.332460e+03	1.574966e+03	1.660727e+03	1.548364e+03	
426.902646	1.560880e+03	1.395193e+03	1.466241e+03	1.622681e+03	1.348641e+03	1.594350e+03	1.681525e+03	1.567692e+03	
428.184734	1.580597e+03	1.411823e+03	1.483832e+03	1.642824e+03	1.365005e+03	1.613961e+03	1.702576e+03	1.587252e+03	
429.470672	1.600556e+03	1.428638e+03	1.501618e+03	1.663208e+03	1.381553e+03	1.633802e+03	1.723883e+03	1.607049e+03	
430.760472	1.620761e+03	1.445641e+03	1.519602e+03	1.683836e+03	1.398288e+03	1.653877e+03	1.745448e+03	1.627083e+03	
432.054145	1.641214e+03	1.462833e+03	1.537784e+03	1.704711e+03	1.415211e+03	1.674186e+03	1.767275e+03	1.647358e+03	
433.351704	1.661920e+03	1.480216e+03	1.556167e+03	1.725836e+03	1.432326e+03	1.694733e+03	1.789367e+03	1.667877e+03	
434.653159	1.682880e+03	1.497792e+03	1.574754e+03	1.747213e+03	1.449632e+03	1.715521e+03	1.811726e+03	1.688643e+03	
435.958523	1.704098e+03	1.515564e+03	1.593545e+03	1.768846e+03	1.467134e+03	1.736553e+03	1.834357e+03	1.709658e+03	
437.267808	1.725577e+03	1.533532e+03	1.612544e+03	1.790737e+03	1.484831e+03	1.757830e+03	1.857262e+03	1.730926e+03	
438.581024	1.747320e+03	1.551700e+03	1.631752e+03	1.812891e+03	1.502728e+03	1.779357e+03	1.880445e+03	1.752450e+03	
439.898185	1.769330e+03	1.570070e+03	1.651171e+03	1.835309e+03	1.520824e+03	1.801135e+03	1.903909e+03	1.774232e+03	
441.219301	1.791612e+03	1.588642e+03	1.670804e+03	1.857994e+03	1.539124e+03	1.823168e+03	1.927657e+03	1.796275e+03	
442.544385	1.814167e+03	1.607420e+03	1.690652e+03	1.880951e+03	1.557628e+03	1.845458e+03	1.951693e+03	1.818584e+03	
443.873448	1.836999e+03	1.626406e+03	1.710718e+03	1.904182e+03	1.576339e+03	1.868009e+03	1.976020e+03	1.841160e+03	
445.206503	1.860112e+03	1.645602e+03	1.731003e+03	1.927690e+03	1.595260e+03	1.890823e+03	2.000641e+03	1.864007e+03	
446.543561	1.883509e+03	1.665009e+03	1.751511e+03	1.951478e+03	1.614391e+03	1.913903e+03	2.025561e+03	1.887128e+03	
447.884635	1.907193e+03	1.684630e+03	1.772243e+03	1.975550e+03	1.633735e+03	1.937253e+03	2.050782e+03	1.910526e+03	
449.229736	1.931169e+03	1.704468e+03	1.793201e+03	1.999910e+03	1.653295e+03	1.960875e+03	2.076308e+03	1.934206e+03	
450.578877	1.955439e+03	1.724524e+03	1.814388e+03	2.024560e+03	1.673073e+03	1.984772e+03	2.102144e+03	1.958169e+03	
451.932070	1.980007e+03	1.744802e+03	1.835806e+03	2.049504e+03	1.693070e+03	2.008948e+03	2.128291e+03	1.982419e+03	
453.289327	2.004876e+03	1.765302e+03	1.857456e+03	2.074745e+03	1.713290e+03	2.033405e+03	2.154755e+03	2.006960e+03	
454.650660	2.030051e+03	1.786027e+03	1.879343e+03	2.100287e+03	1.733733e+03	2.058147e+03	2.181539e+03	2.031795e+03	
456.016081	2.055535e+03	1.806980e+03	1.901467e+03	2.126133e+03	1.754404e+03	2.083177e+03	2.208646e+03	2.056928e+03	
457.385603	2.081332e+03	1.828163e+03	1.923831e+03	2.152286e+03	1.775303e+03	2.108499e+03	2.236082e+03	2.082361e+03	
458.759238	2.107445e+03	1.849578e+03	1.946438e+03	2.178752e+03	1.796434e+03	2.134115e+03	2.263848e+03	2.108100e+03	
460.136998	2.133879e+03	1.871229e+03	1.969290e+03	2.205532e+03	1.817798e+03	2.160029e+03	2.291950e+03	2.134146e+03	
461.518896	2.160637e+03	1.893116e+03	1.992389e+03	2.232631e+03	1.839399e+03	2.186244e+03	2.320392e+03	2.160505e+03	
462.904944	2.187723e+03	1.915242e+03	2.015737e+03	2.260053e+03	1.861237e+03	2.212763e+03	2.349177e+03	2.187178e+03	
464.295155	2.215142e+03	1.937611e+03	2.039338e+03	2.287800e+03	1.883317e+03	2.239591e+03	2.378309e+03	2.214171e+03	
465.689541	2.242897e+03	1.960224e+03	2.063193e+03	2.315878e+03	1.905640e+03	2.266730e+03	2.407794e+03	2.241487e+03	
467.088115	2.270992e+03	1.983084e+03	2.087305e+03	2.344290e+03	1.928208e+03	2.294184e+03	2.437634e+03	2.269130e+03	
468.490889	2.299431e+03	2.006194e+03	2.111677e+03	2.373039e+03	1.951025e+03	2.321957e+03	2.467834e+03	2.297104e+03	
469.897875	2.328220e+03	2.029555e+03	2.136311e+03	2.402130e+03	1.974092e+03	2.350052e+03	2.498398e+03	2.325411e+03	
471.309087	2.357361e+03	2.053172e+03	2.161210e+03	2.431566e+03	1.997412e+03	2.378472e+03	2.529331e+03	2.354058e+03	
472.724538	2.386859e+03	2.077045e+03	2.186375e+03	2.461353e+03	2.020988e+03	2.407222e+03	2.560637e+03	2.383047e+03	
474.144239	2.416718e+03	2.101178e+03	2.211811e+03	2.491493e+03	2.044823e+03	2.436305e+03	2.592320e+03	2.412382e+03	
475.568204	2.446944e+03	2.125573e+03	2.237519e+03	2.521991e+03	2.068918e+03	2.465725e+03	2.624386e+03	2.442068e+03	
476.996446	2.477540e+03	2.150234e+03	2.263502e+03	2.552851e+03	2.093277e+03	2.495486e+03	2.656838e+03	2.472108e+03	
478.428976	2.508510e+03	2.175163e+03	2.289763e+03	2.584077e+03	2.117902e+03	2.525591e+03	2.689681e+03	2.502508e+03	
479.865810	2.539860e+03	2.200361e+03	2.316304e+03	2.615674e+03	2.142795e+03	2.556044e+03	2.722919e+03	2.533270e+03	
481.306958	2.571593e+03	2.225834e+03	2.343128e+03	2.647646e+03	2.167961e+03	2.586849e+03	2.756558e+03	2.564400e+03	
482.752434	2.603716e+03	2.251582e+03	2.370238e+03	2.679997e+03	2.193400e+03	2.618011e+03	2.790602e+03	2.595902e+03	
484.202251	2.636231e+03	2.277609e+03	2.397636e+03	2.712731e+03	2.219116e+03	2.649533e+03	2.825056e+03	2.627780e+03	
485.656423	2.669144e+03	2.303918e+03	2.425326e+03	2.745854e+03	2.245113e+03	2.681419e+03	2.859925e+03	2.660038e+03	
487.114962	2.702461e+03	2.330511e+03	2.453310e+03	2.779370e+03	2.271391e+03	2.713674e+03	2.895213e+03	2.692681e+03	
488.577881	2.736184e+03	2.357392e+03	2.481591e+03	2.813282e+03	2.297955e+03	2.746300e+03	2.930926e+03	2.725714e+03	
490.045193	2.770321e+03	2.384563e+03	2.510172e+03	2.847597e+03	2.324807e+03	2.779304e+03	2.967069e+03	2.759141e+03	
491.516913	2.804875e+03	2.412027e+03	2.539056e+03	2.882318e+03	2.351950e+03	2.812688e+03	3.003646e+03	2.792966e+03	
492.993052	2.839852e+03	2.439787e+03	2.568245e+03	2.917450e+03	2.379387e+03	2.846458e+03	3.040663e+03	2.827195e+03	
494.473624	2.875256e+03	2.467847e+03	2.597743e+03	2.952998e+03	2.407121e+03	2.880616e+03	3.078126e+03	2.861832e+03	
495.958643	2.911094e+03	2.496208e+03	2.627552e+03	2.988967e+03	2.435155e+03	2.915169e+03	3.116038e+03	2.896883e+03	
497.448122	2.947369e+03	2.524876e+03	2.657676e+03	3.025362e+03	2.463491e+03	2.950120e+03	3.154407e+03	2.932351e+03	
498.942074	2.984089e+03	2.553851e+03	2.688117e+03	3.062188e+03	2.492133e+03	2.985473e+03	3.193237e+03	2.968242e+03	
500.440512	3.021256e+03	2.583138e+03	2.718879e+03	3.099450e+03	2.521084e+03	3.021234e+03	3.232533e+03	3.004561e+03	
501.943451	3.058879e+03	2.612739e+03	2.749964e+03	3.137152e+03	2.550347e+03	3.057406e+03	3.272301e+03	3.041312e+03	
503.450904	3.096961e+03	2.642658e+03	2.781376e+03	3.175301e+03	2.579925e+03	3.093994e+03	3.312547e+03	3.078502e+03	
504.962883	3.135508e+03	2.672899e+03	2.813118e+03	3.213900e+03	2.609821e+03	3.131004e+03	3.353276e+03	3.116134e+03	
506.479404	3.174526e+03	2.703463e+03	2.845193e+03	3.252956e+03	2.640037e+03	3.168439e+03	3.394495e+03	3.154215e+03	
508.000479	3.214021e+03	2.734355e+03	2.877604e+03	3.292474e+03	2.670579e+03	3.206305e+03	3.436208e+03	3.192750e+03	
509.526122	3.253998e+03	2.765578e+03	2.910354e+03	3.332459e+03	2.701447e+03	3.244605e+03	3.478422e+03	3.231743e+03	
511.056347	3.294464e+03	2.797134e+03	2.943446e+03	3.372916e+03	2.732647e+03	3.283346e+03	3.521142e+03	3.271201e+03	
512.591168	3.335423e+03	2.829028e+03	2.976885e+03	3.413852e+03	2.764180e+03	3.322532e+03	3.564375e+03	3.311128e+03	
514.130598	3.376883e+03	2.861263e+03	3.010672e+03	3.455271e+03	2.796051e+03	3.362168e+03	3.608127e+03	3.351531e+03	
515.674651	3.418849e+03	2.893843e+03	3.044812e+03	3.497179e+03	2.828262e+03	3.402259e+03	3.652403e+03	3.392415e+03	
517.223342	3.461327e+03	2.926770e+03	3.079307e+03	3.539582e+03	2.860817e+03	3.442810e+03	3.697210e+03	3.433786e+03	
518.776683	3.504323e+03	2.960048e+03	3.114161e+03	3.582486e+03	2.893719e+03	3.483826e+03	3.742555e+03	3.475649e+03	
520.334690	3.547844e+03	2.993681e+03	3.149378e+03	3.625897e+03	2.926972e+03	3.525312e+03	3.788443e+03	3.518010e+03	
521.897375	3.591896e+03	3.027672e+03	3.184961e+03	3.669819e+03	2.960580e+03	3.567274e+03	3.834881e+03	3.560875e+03	
523.464754	3.636486e+03	3.062025e+03	3.220913e+03	3.714261e+03	2.994544e+03	3.609717e+03	3.881876e+03	3.604250e+03	
525.036840	3.681619e+03	3.096743e+03	3.257238e+03	3.759226e+03	3.028870e+03	3.652647e+03	3.929434e+03	3.648141e+03	
526.613647	3.727303e+03	3.131831e+03	3.293939e+03	3.804723e+03	3.063561e+03	3.696068e+03	3.977561e+03	3.692554e+03	
528.195190	3.773543e+03	3.167291e+03	3.331020e+03	3.850755e+03	3.098619e+03	3.739986e+03	4.026265e+03	3.737495e+03	
529.781483	3.820348e+03	3.203129e+03	3.368484e+03	3.897331e+03	3.134050e+03	3.784407e+03	4.075552e+03	3.782971e+03	
531.372539	3.867723e+03	3.239346e+03	3.406335e+03	3.944456e+03	3.169855e+03	3.829336e+03	4.125429e+03	3.828987e+03	
532.968374	3.915676e+03	3.275948e+03	3.444578e+03	3.992137e+03	3.206040e+03	3.874779e+03	4.175904e+03	3.875551e+03	
534.569001	3.964213e+03	3.312937e+03	3.483214e+03	4.040380e+03	3.242607e+03	3.920742e+03	4.226982e+03	3.922668e+03	
536.174436	4.013342e+03	3.350319e+03	3.522249e+03	4.089191e+03	3.279561e+03	3.967230e+03	4.278672e+03	3.970345e+03	
537.784692	4.063069e+03	3.388096e+03	3.561685e+03	4.138578e+03	3.316905e+03	4.014250e+03	4.330980e+03	4.018589e+03	
539.399784	4.113402e+03	3.426273e+03	3.601527e+03	4.188547e+03	3.354643e+03	4.061806e+03	4.383914e+03	4.067406e+03	
541.019727	4.164348e+03	3.464854e+03	3.641778e+03	4.239104e+03	3.392779e+03	4.109906e+03	4.437481e+03	4.116804e+03	
542.644534	4.215914e+03	3.503842e+03	3.682443e+03	4.290257e+03	3.431316e+03	4.158555e+03	4.491689e+03	4.166788e+03	
544.274222	4.268109e+03	3.543243e+03	3.723524e+03	4.342012e+03	3.470259e+03	4.207759e+03	4.546545e+03	4.217367e+03	
545.908803	4.320939e+03	3.583059e+03	3.765027e+03	4.394377e+03	3.509612e+03	4.257525e+03	4.602056e+03	4.268546e+03	
547.548294	4.374412e+03	3.623295e+03	3.806955e+03	4.447359e+03	3.549378e+03	4.307858e+03	4.658231e+03	4.320333e+03	
549.192708	4.428537e+03	3.663956e+03	3.849311e+03	4.500964e+03	3.589561e+03	4.358766e+03	4.715078e+03	4.372735e+03	
550.842061	4.483319e+03	3.705045e+03	3.892101e+03	4.555201e+03	3.630166e+03	4.410253e+03	4.772604e+03	4.425760e+03	
552.496367	4.538769e+03	3.746567e+03	3.935327e+03	4.610075e+03	3.671196e+03	4.462327e+03	4.830817e+03	4.479415e+03	
554.155642	4.594893e+03	3.788527e+03	3.978995e+03	4.665596e+03	3.712656e+03	4.514995e+03	4.889725e+03	4.533707e+03	
555.819900	4.651701e+03	3.830927e+03	4.023107e+03	4.721769e+03	3.754549e+03	4.568262e+03	4.949337e+03	4.588643e+03	
557.489156	4.709199e+03	3.873774e+03	4.067669e+03	4.778604e+03	3.796881e+03	4.622136e+03	5.009661e+03	4.644232e+03	
559.163425	4.767396e+03	3.917070e+03	4.112685e+03	4.836107e+03	3.839654e+03	4.676623e+03	5.070704e+03	4.700481e+03	
560.842722	4.826301e+03	3.960822e+03	4.158158e+03	4.894287e+03	3.882874e+03	4.731729e+03	5.132477e+03	4.757397e+03	
562.527063	4.885923e+03	4.005033e+03	4.204094e+03	4.953151e+03	3.926545e+03	4.787463e+03	5.194987e+03	4.814989e+03	
564.216462	4.946269e+03	4.049708e+03	4.250495e+03	5.012706e+03	3.970671e+03	4.843830e+03	5.258242e+03	4.873265e+03	
565.910935	5.007349e+03	4.094851e+03	4.297368e+03	5.072963e+03	4.015256e+03	4.900837e+03	5.322253e+03	4.932233e+03	
567.610496	5.069172e+03	4.140467e+03	4.344715e+03	5.133927e+03	4.060305e+03	4.958493e+03	5.387027e+03	4.991900e+03	
569.315162	5.131745e+03	4.186562e+03	4.392542e+03	5.195608e+03	4.105823e+03	5.016803e+03	5.452573e+03	5.052276e+03	
571.024948	5.195079e+03	4.233139e+03	4.440853e+03	5.258014e+03	4.151813e+03	5.075775e+03	5.518901e+03	5.113368e+03	
572.739868	5.259183e+03	4.280203e+03	4.489653e+03	5.321154e+03	4.198280e+03	5.135417e+03	5.586020e+03	5.175184e+03	
574.459938	5.324065e+03	4.327760e+03	4.538945e+03	5.385035e+03	4.245229e+03	5.195735e+03	5.653939e+03	5.237735e+03	
576.185175	5.389735e+03	4.375814e+03	4.588735e+03	5.449667e+03	4.292665e+03	5.256738e+03	5.722668e+03	5.301027e+03	
577.915592	5.456203e+03	4.424370e+03	4.639027e+03	5.515058e+03	4.340592e+03	5.318432e+03	5.792215e+03	5.365071e+03	
579.651207	5.523477e+03	4.473433e+03	4.689826e+03	5.581217e+03	4.389014e+03	5.380825e+03	5.862592e+03	5.429874e+03	
581.392033	5.591569e+03	4.523008e+03	4.741137e+03	5.648153e+03	4.437938e+03	5.443926e+03	5.933806e+03	5.495446e+03	
583.138088	5.660487e+03	4.573101e+03	4.792964e+03	5.715876e+03	4.487366e+03	5.507741e+03	6.005869e+03	5.561796e+03	
584.889387	5.730242e+03	4.623716e+03	4.845312e+03	5.784393e+03	4.537305e+03	5.572279e+03	6.078790e+03	5.628932e+03	
