Wavelength	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich silicate	Fe-oxidized
9.090645260334961e-07	0.0895675687971241	0.2682821165879107	0.5383566653722154	0.21353565895063845	0.5176536029404436	0.6011458701433191	0.3132187054252826	0.1654979457537033
9.099721070275032e-07	0.08957949878073765	0.26782242338054996	0.5382271087351931	0.21337948400759482	0.5176895578529616	0.6008159019012228	0.3130797224067013	0.1653513767423436
9.108805941213913e-07	0.08959144067486585	0.2673622712301712	0.5380974227529618	0.21322315314447546	0.5177255486617159	0.600485604229371	0.31294060063191265	0.1652046614011636
9.117899882197856e-07	0.08960339449139984	0.2669016596785783	0.5379676072963868	0.21306666620561407	0.5177615754025445	0.6001549767988702	0.3128013399623863	0.16505779958407168
9.127002902282083e-07	0.08961536024224254	0.2664405882671209	0.5378376622362052	0.21291002303519	0.5177976381113207	0.5998240192805006	0.3126619402594545	0.16491079114483126
9.136115010530879e-07	0.08962733793930878	0.2659790565366896	0.5377075874430252	0.21275322347722656	0.5178337368239538	0.5994927313447129	0.3125224013843106	0.16476363593705945
9.145236216017578e-07	0.08963932759452531	0.26551706402771635	0.5375773827873251	0.21259626737559148	0.517869871576389	0.5991611126616291	0.31238272319800964	0.16461633381422722
9.154366527824572e-07	0.08965132921983072	0.26505461028017485	0.5374470481394547	0.21243915457399654	0.5179060424046069	0.5988291629010415	0.3122429055614678	0.1644688846296593
9.163505955043318e-07	0.08966334282717561	0.26459169483357914	0.5373165833696336	0.2122818849159975	0.5179422493446248	0.5984968817324129	0.3121029483354623	0.16432128823653397
9.172654506774337e-07	0.08959260088091647	0.26415836402051596	0.5371448150694689	0.21213010592440795	0.518064332602832	0.5979714434760474	0.31196750384553235	0.16424071021868566
9.181812192127284e-07	0.08950418676497199	0.2637309904062567	0.5369641192741599	0.21197937645043272	0.5182047927194963	0.5974044739424058	0.31183291353638043	0.16417433537809822
9.19097902022086e-07	0.0894156843791974	0.263303190115828	0.5367832430779388	0.21182849649296384	0.5183453930670556	0.5968369383644866	0.3116981888565616	0.16410789427098943
9.200155000182883e-07	0.08932709363546701	0.26287496272325017	0.5366021863006992	0.21167746590176345	0.5184861337855123	0.5962688361771694	0.31156332967192457	0.16404138683120098
9.209340141150289e-07	0.08923841444556697	0.262446307802118	0.536420948762155	0.21152628452644356	0.5186270150150081	0.5957001668147692	0.311428335848184	0.16397481299250835
9.218534452269129e-07	0.0891496467211955	0.2620172249256006	0.5362395302818396	0.21137495221646618	0.5187680368958247	0.5951309297110368	0.3112932072509205	0.16390817268862107
9.227737942694594e-07	0.08906079037396261	0.261587713666441	0.5360579306791066	0.21122346882114296	0.5189091995683839	0.5945611242991571	0.31115794374558053	0.16384146585318238
9.236950621590989e-07	0.08897184531539025	0.26115777359695663	0.5358761497731296	0.21107183418963543	0.5190505031732474	0.5939907500117508	0.3110225451974764	0.16377469241976944
9.246172498131828e-07	0.08888281145691146	0.26072740428903507	0.5356941873829004	0.21092004817095356	0.5191919478511182	0.5934198062808683	0.3108870114717852	0.16370785232189272
9.255403581499727e-07	0.08872060310743708	0.2603466676799734	0.5355505886463271	0.2107883759553888	0.5190709198485792	0.5934298895988204	0.3107687881690081	0.16373146557702412
9.264643880886488e-07	0.0885537631836926	0.25996861257484294	0.5354092038268674	0.21065781163179753	0.5189337105731683	0.5934755511934189	0.31065151374905614	0.163760638262462
9.27389340549309e-07	0.08838675669229587	0.2595901800315678	0.5352676778533187	0.21052711695695486	0.5187963643123983	0.5935212583750953	0.31053412224606813	0.1637898400729775
9.283152164529698e-07	0.0882195834669511	0.25921136967332575	0.5351260105847573	0.21039629180072222	0.5186588809295073	0.5935670111893623	0.31041661354315214	0.16381907103764812
9.292420167215654e-07	0.08805224334119671	0.2588321811229192	0.5349842018801191	0.21026533603283146	0.5185212602875973	0.593612809681778	0.3102989875232998	0.16384833118558037
9.301697422779558e-07	0.08788473614840409	0.2584526140027717	0.5348422515981981	0.21013424952288354	0.5183835022496328	0.5936586538979461	0.3101812440693851	0.16387762054591004
9.310983940459171e-07	0.08771706172177908	0.25807266793493194	0.5347001595976486	0.21000303214035	0.5182456066784421	0.5937045438835158	0.3100633830641658	0.16390693914780177
9.320279729501493e-07	0.08754921989436082	0.2576923425410707	0.534557925736983	0.20987168375457183	0.5181075734367164	0.5937504796841817	0.30994540439028256	0.16393628702044943
9.329584799162756e-07	0.08738552395678434	0.2573155044347508	0.5344135092305958	0.20974264078502347	0.5179759849964289	0.5937966630740394	0.30982941444626866	0.1639674739893955
9.338899158708434e-07	0.08728924581814719	0.25699887632165197	0.5342369766932002	0.20965164370679287	0.5179473984112171	0.5938460531569243	0.3097463126038126	0.1640270471320577
9.348222817413231e-07	0.08719287155849105	0.2566819320971564	0.5340602679113569	0.20956055577998536	0.5179187832860713	0.5938954925492906	0.30966312779513083	0.16408667975064306
